MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2021,29,Rhode Island,
2021,30,Rhode Island,
2021,31,Rhode Island,
2021,32,Rhode Island,
2021,33,Rhode Island,
2021,34,Rhode Island,10
2021,35,Rhode Island,10
2021,36,Rhode Island,26
2021,37,Rhode Island,11
2021,38,Rhode Island,
2021,39,Rhode Island,11
2021,40,Rhode Island,11
2021,41,Rhode Island,
2021,42,Rhode Island,13
2021,43,Rhode Island,
2021,44,Rhode Island,
2021,45,Rhode Island,14
2021,46,Rhode Island,15
2021,47,Rhode Island,17
2021,48,Rhode Island,21
2021,49,Rhode Island,33
2021,50,Rhode Island,28
2021,51,Rhode Island,44
2021,52,Rhode Island,45
2022,1,Rhode Island,47
2022,2,Rhode Island,59
2022,3,Rhode Island,68
2022,4,Rhode Island,69
2022,5,Rhode Island,36
2022,6,Rhode Island,29
2022,7,Rhode Island,18
2022,8,Rhode Island,14
2022,9,Rhode Island,
2022,10,Rhode Island,
2022,11,Rhode Island,
2022,12,Rhode Island,
2022,13,Rhode Island,
2022,14,Rhode Island,
2022,15,Rhode Island,
2022,16,Rhode Island,
2022,17,Rhode Island,
2022,18,Rhode Island,
2022,19,Rhode Island,
2022,20,Rhode Island,
2022,21,Rhode Island,
2022,22,Rhode Island,
2022,23,Rhode Island,
2022,24,Rhode Island,
2022,25,Rhode Island,
2022,26,Rhode Island,
2022,27,Rhode Island,
2022,28,Rhode Island,
2022,29,Rhode Island,
2022,30,Rhode Island,
2022,31,Rhode Island,
2022,32,Rhode Island,
2022,33,Rhode Island,
2022,34,Rhode Island,
2022,35,Rhode Island,
2022,36,Rhode Island,
2022,37,Rhode Island,
2022,38,Rhode Island,
2022,39,Rhode Island,
2022,40,Rhode Island,
2022,41,Rhode Island,
2022,42,Rhode Island,
2022,43,Rhode Island,
2022,44,Rhode Island,
2022,45,Rhode Island,
2022,46,Rhode Island,0
2022,47,Rhode Island,
2022,48,Rhode Island,
2022,49,Rhode Island,10
2022,50,Rhode Island,
2022,51,Rhode Island,
2022,52,Rhode Island,
2023,1,Rhode Island,
2023,2,Rhode Island,
2023,3,Rhode Island,
2023,4,Rhode Island,
2023,5,Rhode Island,
2023,6,Rhode Island,
2023,7,Rhode Island,
2023,8,Rhode Island,
2023,9,Rhode Island,
2023,10,Rhode Island,
2023,11,Rhode Island,
2023,12,Rhode Island,
2023,13,Rhode Island,
2023,14,Rhode Island,
2023,15,Rhode Island,
2023,16,Rhode Island,
2023,17,Rhode Island,
2023,18,Rhode Island,
2023,19,Rhode Island,0
2023,20,Rhode Island,0
2023,21,Rhode Island,0
2023,22,Rhode Island,0
2023,23,Rhode Island,
2023,24,Rhode Island,0
2023,25,Rhode Island,
2023,26,Rhode Island,
2023,27,Rhode Island,
2023,28,Rhode Island,0
2023,29,Rhode Island,
2023,30,Rhode Island,0
2023,31,Rhode Island,0
2023,32,Rhode Island,
2023,33,Rhode Island,
2023,34,Rhode Island,
2023,35,Rhode Island,
2023,36,Rhode Island,
2023,37,Rhode Island,0
2020,1,South Carolina,0
2020,2,South Carolina,0
2020,3,South Carolina,0
2020,4,South Carolina,0
2020,5,South Carolina,0
2020,6,South Carolina,0
2020,7,South Carolina,0
2020,8,South Carolina,0
2020,9,South Carolina,0
2020,10,South Carolina,0
2020,11,South Carolina,0
2020,12,South Carolina,
2020,13,South Carolina,17
2020,14,South Carolina,35
2020,15,South Carolina,51
2020,16,South Carolina,43
2020,17,South Carolina,62
2020,18,South Carolina,61
2020,19,South Carolina,69
2020,20,South Carolina,66
2020,21,South Carolina,56
2020,22,South Carolina,60
2020,23,South Carolina,58
2020,24,South Carolina,43
2020,25,South Carolina,52
2020,26,South Carolina,77
2020,27,South Carolina,114
2020,28,South Carolina,135
2020,29,South Carolina,205
2020,30,South Carolina,303
2020,31,South Carolina,271
2020,32,South Carolina,246
2020,33,South Carolina,212
2020,34,South Carolina,186
2020,35,South Carolina,180
2020,36,South Carolina,154
2020,37,South Carolina,123
2020,38,South Carolina,123
2020,39,South Carolina,109
2020,40,South Carolina,97
2020,41,South Carolina,82
2020,42,South Carolina,109
2020,43,South Carolina,118
2020,44,South Carolina,112
2020,45,South Carolina,105
2020,46,South Carolina,104
2020,47,South Carolina,110
2020,48,South Carolina,127
2020,49,South Carolina,178
2020,50,South Carolina,168
2020,51,South Carolina,230
2020,52,South Carolina,290
2020,53,South Carolina,342
2021,1,South Carolina,414
2021,2,South Carolina,475
2021,3,South Carolina,495
2021,4,South Carolina,428
2021,5,South Carolina,363
2021,6,South Carolina,288
2021,7,South Carolina,205
2021,8,South Carolina,178
2021,9,South Carolina,133
2021,10,South Carolina,110
2021,11,South Carolina,80
2021,12,South Carolina,79
2021,13,South Carolina,68
2021,14,South Carolina,73
2021,15,South Carolina,68
2021,16,South Carolina,74
2021,17,South Carolina,66
2021,18,South Carolina,55
2021,19,South Carolina,55
2021,20,South Carolina,29
2021,21,South Carolina,27
2021,22,South Carolina,24
2021,23,South Carolina,26
2021,24,South Carolina,16
2021,25,South Carolina,15
2021,26,South Carolina,15
2021,27,South Carolina,18
2021,28,South Carolina,18
2021,29,South Carolina,33
2021,30,South Carolina,54
2021,31,South Carolina,108
2021,32,South Carolina,186
2021,33,South Carolina,263
2021,34,South Carolina,349
2021,35,South Carolina,390
2021,36,South Carolina,453
2021,37,South Carolina,508
2021,38,South Carolina,448
2021,39,South Carolina,363
2021,40,South Carolina,316
2021,41,South Carolina,232
2021,42,South Carolina,186
2021,43,South Carolina,123
2021,44,South Carolina,98
2021,45,South Carolina,89
2021,46,South Carolina,90
2021,47,South Carolina,84
2021,48,South Carolina,61
2021,49,South Carolina,78
2021,50,South Carolina,87
2021,51,South Carolina,107
2021,52,South Carolina,115
2022,1,South Carolina,176
2022,2,South Carolina,231
2022,3,South Carolina,304
2022,4,South Carolina,414
2022,5,South Carolina,370
2022,6,South Carolina,312
2022,7,South Carolina,209
2022,8,South Carolina,141
2022,9,South Carolina,85
2022,10,South Carolina,74
2022,11,South Carolina,31
2022,12,South Carolina,31
2022,13,South Carolina,10
2022,14,South Carolina,11
2022,15,South Carolina,10
2022,16,South Carolina,12
2022,17,South Carolina,
2022,18,South Carolina,
2022,19,South Carolina,16
2022,20,South Carolina,16
2022,21,South Carolina,23
2022,22,South Carolina,13
2022,23,South Carolina,17
2022,24,South Carolina,16
2022,25,South Carolina,22
2022,26,South Carolina,25
2022,27,South Carolina,30
2022,28,South Carolina,34
2022,29,South Carolina,41
2022,30,South Carolina,48
2022,31,South Carolina,37
2022,32,South Carolina,38
2022,33,South Carolina,54
2022,34,South Carolina,53
2022,35,South Carolina,37
2022,36,South Carolina,35
2022,37,South Carolina,25
2022,38,South Carolina,18
2022,39,South Carolina,26
2022,40,South Carolina,25
2022,41,South Carolina,24
2022,42,South Carolina,16
2022,43,South Carolina,23
2022,44,South Carolina,22
2022,45,South Carolina,
2022,46,South Carolina,13
2022,47,South Carolina,20
2022,48,South Carolina,20
2022,49,South Carolina,29
2022,50,South Carolina,31
2022,51,South Carolina,32
2022,52,South Carolina,62
2023,1,South Carolina,62
2023,2,South Carolina,65
2023,3,South Carolina,53
2023,4,South Carolina,49
2023,5,South Carolina,34
2023,6,South Carolina,27
2023,7,South Carolina,24
2023,8,South Carolina,20
2023,9,South Carolina,25
2023,10,South Carolina,
2023,11,South Carolina,20
2023,12,South Carolina,15
2023,13,South Carolina,14
2023,14,South Carolina,12
2023,15,South Carolina,
2023,16,South Carolina,
2023,17,South Carolina,12
2023,18,South Carolina,
2023,19,South Carolina,
2023,20,South Carolina,
2023,21,South Carolina,12
2023,22,South Carolina,
2023,23,South Carolina,
2023,24,South Carolina,
2023,25,South Carolina,
2023,26,South Carolina,
2023,27,South Carolina,
2023,28,South Carolina,
2023,29,South Carolina,
2023,30,South Carolina,
2023,31,South Carolina,12
2023,32,South Carolina,11
2023,33,South Carolina,10
2023,34,South Carolina,15
2023,35,South Carolina,21
2023,36,South Carolina,20
2023,37,South Carolina,21
2020,1,South Dakota,0
2020,2,South Dakota,0
2020,3,South Dakota,0
2020,4,South Dakota,0
2020,5,South Dakota,0
2020,6,South Dakota,0
2020,7,South Dakota,0
2020,8,South Dakota,0
2020,9,South Dakota,0
2020,10,South Dakota,0
2020,11,South Dakota,
2020,12,South Dakota,0
2020,13,South Dakota,
2020,14,South Dakota,
2020,15,South Dakota,
2020,16,South Dakota,
2020,17,South Dakota,
2020,18,South Dakota,16
2020,19,South Dakota,15
2020,20,South Dakota,
2020,21,South Dakota,
2020,22,South Dakota,10
2020,23,South Dakota,
2020,24,South Dakota,11
2020,25,South Dakota,12
2020,26,South Dakota,10
2020,27,South Dakota,
2020,28,South Dakota,14
2020,29,South Dakota,
2020,30,South Dakota,13
2020,31,South Dakota,
2020,32,South Dakota,
2020,33,South Dakota,10
2020,34,South Dakota,10
2020,35,South Dakota,12
2020,36,South Dakota,18
2020,37,South Dakota,16
2020,38,South Dakota,21
2020,39,South Dakota,31
2020,40,South Dakota,37
2020,41,South Dakota,37
2020,42,South Dakota,51
2020,43,South Dakota,57
2020,44,South Dakota,79
2020,45,South Dakota,142
2020,46,South Dakota,156
2020,47,South Dakota,166
2020,48,South Dakota,155
2020,49,South Dakota,135
2020,50,South Dakota,126
2020,51,South Dakota,89
2020,52,South Dakota,50
2020,53,South Dakota,44
2021,1,South Dakota,56
2021,2,South Dakota,31
2021,3,South Dakota,31
2021,4,South Dakota,23
2021,5,South Dakota,25
2021,6,South Dakota,14
2021,7,South Dakota,
2021,8,South Dakota,10
2021,9,South Dakota,
2021,10,South Dakota,
2021,11,South Dakota,
2021,12,South Dakota,
2021,13,South Dakota,
2021,14,South Dakota,
2021,15,South Dakota,
2021,16,South Dakota,
2021,17,South Dakota,10
2021,18,South Dakota,
2021,19,South Dakota,
2021,20,South Dakota,
2021,21,South Dakota,
2021,22,South Dakota,
2021,23,South Dakota,
2021,24,South Dakota,
2021,25,South Dakota,
2021,26,South Dakota,
2021,27,South Dakota,0
2021,28,South Dakota,
2021,29,South Dakota,
2021,30,South Dakota,
2021,31,South Dakota,
2021,32,South Dakota,
2021,33,South Dakota,10
2021,34,South Dakota,11
2021,35,South Dakota,28
2021,36,South Dakota,18
2021,37,South Dakota,21
2021,38,South Dakota,30
2021,39,South Dakota,30
2021,40,South Dakota,20
2021,41,South Dakota,25
2021,42,South Dakota,28
2021,43,South Dakota,25
2021,44,South Dakota,24
2021,45,South Dakota,30
2021,46,South Dakota,30
2021,47,South Dakota,38
2021,48,South Dakota,32
2021,49,South Dakota,30
2021,50,South Dakota,51
2021,51,South Dakota,30
2021,52,South Dakota,33
2022,1,South Dakota,51
2022,2,South Dakota,31
2022,3,South Dakota,31
2022,4,South Dakota,41
2022,5,South Dakota,38
2022,6,South Dakota,29
2022,7,South Dakota,30
2022,8,South Dakota,12
2022,9,South Dakota,
2022,10,South Dakota,15
2022,11,South Dakota,
2022,12,South Dakota,
2022,13,South Dakota,
2022,14,South Dakota,
2022,15,South Dakota,
2022,16,South Dakota,
2022,17,South Dakota,
2022,18,South Dakota,0
2022,19,South Dakota,
2022,20,South Dakota,
2022,21,South Dakota,
2022,22,South Dakota,
2022,23,South Dakota,
2022,24,South Dakota,
2022,25,South Dakota,
2022,26,South Dakota,
2022,27,South Dakota,
2022,28,South Dakota,
2022,29,South Dakota,
2022,30,South Dakota,
2022,31,South Dakota,
2022,32,South Dakota,
2022,33,South Dakota,
2022,34,South Dakota,
2022,35,South Dakota,
2022,36,South Dakota,
2022,37,South Dakota,10
2022,38,South Dakota,
2022,39,South Dakota,
2022,40,South Dakota,
2022,41,South Dakota,
2022,42,South Dakota,
2022,43,South Dakota,
2022,44,South Dakota,
2022,45,South Dakota,
2022,46,South Dakota,
2022,47,South Dakota,
2022,48,South Dakota,
2022,49,South Dakota,
2022,50,South Dakota,
2022,51,South Dakota,
2022,52,South Dakota,
2023,1,South Dakota,
2023,2,South Dakota,
2023,3,South Dakota,
2023,4,South Dakota,
2023,5,South Dakota,
2023,6,South Dakota,
2023,7,South Dakota,
2023,8,South Dakota,
2023,9,South Dakota,
2023,10,South Dakota,
2023,11,South Dakota,
2023,12,South Dakota,
2023,13,South Dakota,0
2023,14,South Dakota,
2023,15,South Dakota,
2023,16,South Dakota,
2023,17,South Dakota,0
2023,18,South Dakota,0
2023,19,South Dakota,
2023,20,South Dakota,
2023,21,South Dakota,
2023,22,South Dakota,
2023,23,South Dakota,0
2023,24,South Dakota,0
2023,25,South Dakota,
2023,26,South Dakota,0
2023,27,South Dakota,
2023,28,South Dakota,
2023,29,South Dakota,
2023,30,South Dakota,
2023,31,South Dakota,0
2023,32,South Dakota,0
2023,33,South Dakota,0
2023,34,South Dakota,
2023,35,South Dakota,
2023,36,South Dakota,
2023,37,South Dakota,0
2020,1,Tennessee,0
2020,2,Tennessee,0
2020,3,Tennessee,0
2020,4,Tennessee,0
2020,5,Tennessee,0
2020,6,Tennessee,0
2020,7,Tennessee,0
2020,8,Tennessee,0
2020,9,Tennessee,0
2020,10,Tennessee,0
2020,11,Tennessee,0
2020,12,Tennessee,
2020,13,Tennessee,11
2020,14,Tennessee,56
2020,15,Tennessee,52
2020,16,Tennessee,42
2020,17,Tennessee,30
2020,18,Tennessee,36
2020,19,Tennessee,47
2020,20,Tennessee,51
2020,21,Tennessee,30
2020,22,Tennessee,42
2020,23,Tennessee,37
2020,24,Tennessee,35
2020,25,Tennessee,58
2020,26,Tennessee,58
2020,27,Tennessee,71
2020,28,Tennessee,101
2020,29,Tennessee,115
2020,30,Tennessee,140
2020,31,Tennessee,156
2020,32,Tennessee,165
2020,33,Tennessee,161
2020,34,Tennessee,130
2020,35,Tennessee,162
2020,36,Tennessee,134
2020,37,Tennessee,170
2020,38,Tennessee,147
2020,39,Tennessee,160
2020,40,Tennessee,125
2020,41,Tennessee,167
2020,42,Tennessee,198
2020,43,Tennessee,216
2020,44,Tennessee,244
2020,45,Tennessee,257
2020,46,Tennessee,277
2020,47,Tennessee,370
2020,48,Tennessee,405
2020,49,Tennessee,487
2020,50,Tennessee,487
2020,51,Tennessee,564
2020,52,Tennessee,653
2020,53,Tennessee,615
2021,1,Tennessee,723
2021,2,Tennessee,633
2021,3,Tennessee,591
2021,4,Tennessee,447
2021,5,Tennessee,308
2021,6,Tennessee,212
2021,7,Tennessee,212
2021,8,Tennessee,151
2021,9,Tennessee,138
2021,10,Tennessee,129
2021,11,Tennessee,82
2021,12,Tennessee,110
2021,13,Tennessee,91
2021,14,Tennessee,114
2021,15,Tennessee,88
2021,16,Tennessee,103
2021,17,Tennessee,96
2021,18,Tennessee,100
2021,19,Tennessee,102
2021,20,Tennessee,95
2021,21,Tennessee,68
2021,22,Tennessee,60
2021,23,Tennessee,47
2021,24,Tennessee,31
2021,25,Tennessee,28
2021,26,Tennessee,24
2021,27,Tennessee,33
2021,28,Tennessee,32
2021,29,Tennessee,75
2021,30,Tennessee,91
2021,31,Tennessee,150
2021,32,Tennessee,294
2021,33,Tennessee,371
2021,34,Tennessee,498
2021,35,Tennessee,621
2021,36,Tennessee,683
2021,37,Tennessee,743
2021,38,Tennessee,701
2021,39,Tennessee,537
2021,40,Tennessee,461
2021,41,Tennessee,341
2021,42,Tennessee,287
2021,43,Tennessee,207
2021,44,Tennessee,141
2021,45,Tennessee,176
2021,46,Tennessee,130
2021,47,Tennessee,126
2021,48,Tennessee,165
2021,49,Tennessee,181
2021,50,Tennessee,169
2021,51,Tennessee,188
2021,52,Tennessee,228
2022,1,Tennessee,313
2022,2,Tennessee,416
2022,3,Tennessee,466
2022,4,Tennessee,522
2022,5,Tennessee,509
2022,6,Tennessee,505
2022,7,Tennessee,391
2022,8,Tennessee,258
2022,9,Tennessee,216
2022,10,Tennessee,127
2022,11,Tennessee,78
2022,12,Tennessee,67
2022,13,Tennessee,46
2022,14,Tennessee,21
2022,15,Tennessee,26
2022,16,Tennessee,16
2022,17,Tennessee,21
2022,18,Tennessee,17
2022,19,Tennessee,21
2022,20,Tennessee,19
2022,21,Tennessee,26
2022,22,Tennessee,26
2022,23,Tennessee,30
2022,24,Tennessee,34
2022,25,Tennessee,43
2022,26,Tennessee,43
2022,27,Tennessee,55
2022,28,Tennessee,60
2022,29,Tennessee,70
2022,30,Tennessee,69
2022,31,Tennessee,75
2022,32,Tennessee,75
2022,33,Tennessee,75
2022,34,Tennessee,73
2022,35,Tennessee,68
2022,36,Tennessee,68
2022,37,Tennessee,48
2022,38,Tennessee,60
2022,39,Tennessee,46
2022,40,Tennessee,53
2022,41,Tennessee,36
2022,42,Tennessee,43
2022,43,Tennessee,37
2022,44,Tennessee,36
2022,45,Tennessee,37
2022,46,Tennessee,54
2022,47,Tennessee,41
2022,48,Tennessee,47
2022,49,Tennessee,44
2022,50,Tennessee,56
2022,51,Tennessee,44
2022,52,Tennessee,58
2023,1,Tennessee,74
2023,2,Tennessee,70
2023,3,Tennessee,64
2023,4,Tennessee,70
2023,5,Tennessee,62
2023,6,Tennessee,47
2023,7,Tennessee,46
2023,8,Tennessee,39
2023,9,Tennessee,40
2023,10,Tennessee,28
2023,11,Tennessee,31
2023,12,Tennessee,39
2023,13,Tennessee,26
2023,14,Tennessee,26
2023,15,Tennessee,22
2023,16,Tennessee,14
2023,17,Tennessee,20
2023,18,Tennessee,19
2023,19,Tennessee,19
2023,20,Tennessee,11
2023,21,Tennessee,11
2023,22,Tennessee,
2023,23,Tennessee,11
2023,24,Tennessee,
2023,25,Tennessee,12
2023,26,Tennessee,
2023,27,Tennessee,
2023,28,Tennessee,
2023,29,Tennessee,
2023,30,Tennessee,
2023,31,Tennessee,16
2023,32,Tennessee,22
2023,33,Tennessee,17
2023,34,Tennessee,23
2023,35,Tennessee,32
2023,36,Tennessee,27
2023,37,Tennessee,23
2020,1,Texas,0
2020,2,Texas,0
2020,3,Texas,0
2020,4,Texas,0
2020,5,Texas,0
2020,6,Texas,0
2020,7,Texas,0
2020,8,Texas,0
2020,9,Texas,
2020,10,Texas,0
2020,11,Texas,0
2020,12,Texas,
2020,13,Texas,44
2020,14,Texas,126
2020,15,Texas,191
2020,16,Texas,230
2020,17,Texas,228
2020,18,Texas,224
2020,19,Texas,215
2020,20,Texas,236
2020,21,Texas,160
2020,22,Texas,206
2020,23,Texas,173
2020,24,Texas,208
2020,25,Texas,289
2020,26,Texas,405
2020,27,Texas,777
2020,28,Texas,"1,208"
2020,29,Texas,"1,663"
2020,30,Texas,"1,79"
2020,31,Texas,"1,658"
2020,32,Texas,"1,424"
2020,33,Texas,"1,303"
2020,34,Texas,940
2020,35,Texas,782
2020,36,Texas,641
2020,37,Texas,534
2020,38,Texas,468
2020,39,Texas,475
2020,40,Texas,385
2020,41,Texas,460
2020,42,Texas,505
2020,43,Texas,634
2020,44,Texas,827
2020,45,Texas,952
2020,46,Texas,"1,076"
2020,47,Texas,"1,18"
2020,48,Texas,"1,298"
2020,49,Texas,"1,364"
2020,50,Texas,"1,538"
2020,51,Texas,"1,573"
2020,52,Texas,"1,658"
2020,53,Texas,"1,889"
2021,1,Texas,"2,391"
2021,2,Texas,"2,413"
2021,3,Texas,"2,295"
2021,4,Texas,"2,142"
2021,5,Texas,"1,789"
2021,6,Texas,"1,437"
2021,7,Texas,"1,276"
2021,8,Texas,"1,007"
2021,9,Texas,770
2021,10,Texas,634
2021,11,Texas,520
2021,12,Texas,397
2021,13,Texas,308
2021,14,Texas,300
2021,15,Texas,299
2021,16,Texas,300
2021,17,Texas,266
2021,18,Texas,264
2021,19,Texas,244
2021,20,Texas,227
2021,21,Texas,233
2021,22,Texas,173
2021,23,Texas,149
2021,24,Texas,141
2021,25,Texas,138
2021,26,Texas,156
2021,27,Texas,152
2021,28,Texas,213
2021,29,Texas,311
2021,30,Texas,465
2021,31,Texas,792
2021,32,Texas,"1,331"
2021,33,Texas,"1,764"
2021,34,Texas,"2,12"
2021,35,Texas,"2,225"
2021,36,Texas,"2,128"
2021,37,Texas,"1,999"
2021,38,Texas,"1,838"
2021,39,Texas,"1,577"
2021,40,Texas,"1,257"
2021,41,Texas,"1,008"
2021,42,Texas,803
2021,43,Texas,608
2021,44,Texas,468
2021,45,Texas,420
2021,46,Texas,378
2021,47,Texas,386
2021,48,Texas,418
2021,49,Texas,452
2021,50,Texas,433
2021,51,Texas,442
2021,52,Texas,566
2022,1,Texas,748
2022,2,Texas,"1,164"
2022,3,Texas,"1,546"
2022,4,Texas,"1,733"
2022,5,Texas,"1,554"
2022,6,Texas,"1,332"
2022,7,Texas,904
2022,8,Texas,673
2022,9,Texas,418
2022,10,Texas,288
2022,11,Texas,212
2022,12,Texas,157
2022,13,Texas,104
2022,14,Texas,67
2022,15,Texas,62
2022,16,Texas,47
2022,17,Texas,54
2022,18,Texas,39
2022,19,Texas,47
2022,20,Texas,45
2022,21,Texas,46
2022,22,Texas,44
2022,23,Texas,63
2022,24,Texas,91
2022,25,Texas,99
2022,26,Texas,110
2022,27,Texas,129
2022,28,Texas,173
2022,29,Texas,191
2022,30,Texas,228
2022,31,Texas,220
2022,32,Texas,197
2022,33,Texas,179
2022,34,Texas,167
2022,35,Texas,151
2022,36,Texas,127
2022,37,Texas,119
2022,38,Texas,102
2022,39,Texas,107
2022,40,Texas,83
2022,41,Texas,74
2022,42,Texas,64
2022,43,Texas,48
2022,44,Texas,47
2022,45,Texas,59
2022,46,Texas,51
2022,47,Texas,76
2022,48,Texas,99
2022,49,Texas,113
2022,50,Texas,130
2022,51,Texas,148
2022,52,Texas,170
2023,1,Texas,205
2023,2,Texas,210
2023,3,Texas,171
2023,4,Texas,158
2023,5,Texas,132
2023,6,Texas,116
2023,7,Texas,102
2023,8,Texas,93
2023,9,Texas,76
2023,10,Texas,79
2023,11,Texas,74
2023,12,Texas,60
2023,13,Texas,56
2023,14,Texas,56
2023,15,Texas,58
2023,16,Texas,57
2023,17,Texas,30
2023,18,Texas,41
2023,19,Texas,38
2023,20,Texas,33
2023,21,Texas,20
2023,22,Texas,21
2023,23,Texas,23
2023,24,Texas,24
2023,25,Texas,23
2023,26,Texas,17
2023,27,Texas,
2023,28,Texas,15
2023,29,Texas,23
2023,30,Texas,19
2023,31,Texas,40
2023,32,Texas,48
2023,33,Texas,44
2023,34,Texas,38
2023,35,Texas,66
2023,36,Texas,51
2023,37,Texas,39
2020,1,Utah,0
2020,2,Utah,0
2020,3,Utah,0
2020,4,Utah,0
2020,5,Utah,0
2020,6,Utah,0
2020,7,Utah,0
2020,8,Utah,0
2020,9,Utah,0
2020,10,Utah,0
2020,11,Utah,0
2020,12,Utah,0
2020,13,Utah,
2020,14,Utah,
2020,15,Utah,
2020,16,Utah,
2020,17,Utah,14
2020,18,Utah,11
2020,19,Utah,17
2020,20,Utah,16
2020,21,Utah,14
2020,22,Utah,12
2020,23,Utah,10
2020,24,Utah,17
2020,25,Utah,14
2020,26,Utah,12
2020,27,Utah,18
2020,28,Utah,33
2020,29,Utah,25
2020,30,Utah,37
2020,31,Utah,25
2020,32,Utah,26
2020,33,Utah,23
2020,34,Utah,13
2020,35,Utah,10
2020,36,Utah,15
2020,37,Utah,10
2020,38,Utah,
2020,39,Utah,18
2020,40,Utah,24
2020,41,Utah,39
2020,42,Utah,32
2020,43,Utah,35
2020,44,Utah,48
2020,45,Utah,64
2020,46,Utah,70
2020,47,Utah,101
2020,48,Utah,104
2020,49,Utah,113
2020,50,Utah,121
2020,51,Utah,110
2020,52,Utah,93
2020,53,Utah,83
2021,1,Utah,97
2021,2,Utah,92
2021,3,Utah,91
2021,4,Utah,71
2021,5,Utah,50
2021,6,Utah,38
2021,7,Utah,27
2021,8,Utah,28
2021,9,Utah,32
2021,10,Utah,20
2021,11,Utah,21
2021,12,Utah,12
2021,13,Utah,10
2021,14,Utah,
2021,15,Utah,
2021,16,Utah,20
2021,17,Utah,12
2021,18,Utah,11
2021,19,Utah,11
2021,20,Utah,19
2021,21,Utah,11
2021,22,Utah,10
2021,23,Utah,13
2021,24,Utah,12
2021,25,Utah,22
2021,26,Utah,15
2021,27,Utah,23
2021,28,Utah,18
2021,29,Utah,27
2021,30,Utah,37
2021,31,Utah,46
2021,32,Utah,44
2021,33,Utah,58
2021,34,Utah,58
2021,35,Utah,68
2021,36,Utah,67
2021,37,Utah,74
2021,38,Utah,91
2021,39,Utah,69
2021,40,Utah,85
2021,41,Utah,81
2021,42,Utah,58
2021,43,Utah,105
2021,44,Utah,90
2021,45,Utah,76
2021,46,Utah,78
2021,47,Utah,65
2021,48,Utah,85
2021,49,Utah,62
2021,50,Utah,73
2021,51,Utah,49
2021,52,Utah,50
2022,1,Utah,60
2022,2,Utah,71
2022,3,Utah,102
2022,4,Utah,84
2022,5,Utah,87
2022,6,Utah,80
2022,7,Utah,40
2022,8,Utah,43
2022,9,Utah,35
2022,10,Utah,21
2022,11,Utah,15
2022,12,Utah,
2022,13,Utah,
2022,14,Utah,
2022,15,Utah,
2022,16,Utah,
2022,17,Utah,
2022,18,Utah,
2022,19,Utah,
2022,20,Utah,
2022,21,Utah,
2022,22,Utah,
2022,23,Utah,
2022,24,Utah,
2022,25,Utah,13
2022,26,Utah,11
2022,27,Utah,14
2022,28,Utah,14
2022,29,Utah,
2022,30,Utah,21
2022,31,Utah,
2022,32,Utah,11
2022,33,Utah,12
2022,34,Utah,
2022,35,Utah,
2022,36,Utah,10
2022,37,Utah,10
2022,38,Utah,
2022,39,Utah,
2022,40,Utah,
2022,41,Utah,
2022,42,Utah,
2022,43,Utah,11
2022,44,Utah,
2022,45,Utah,
2022,46,Utah,13
2022,47,Utah,12
2022,48,Utah,13
2022,49,Utah,22
2022,50,Utah,17
2022,51,Utah,11
2022,52,Utah,16
2023,1,Utah,11
2023,2,Utah,
2023,3,Utah,
2023,4,Utah,
2023,5,Utah,
2023,6,Utah,
2023,7,Utah,
2023,8,Utah,
2023,9,Utah,
2023,10,Utah,
2023,11,Utah,
2023,12,Utah,
2023,13,Utah,
2023,14,Utah,
2023,15,Utah,
2023,16,Utah,
2023,17,Utah,
2023,18,Utah,
2023,19,Utah,
2023,20,Utah,
2023,21,Utah,
2023,22,Utah,
2023,23,Utah,
2023,24,Utah,
2023,25,Utah,
2023,26,Utah,0
2023,27,Utah,
2023,28,Utah,
2023,29,Utah,
2023,30,Utah,
2023,31,Utah,
2023,32,Utah,
2023,33,Utah,
2023,34,Utah,
2023,35,Utah,
2023,36,Utah,
2023,37,Utah,
2020,1,Vermont,0
2020,2,Vermont,0
2020,3,Vermont,0
2020,4,Vermont,0
2020,5,Vermont,0
2020,6,Vermont,0
2020,7,Vermont,0
2020,8,Vermont,0
2020,9,Vermont,0
2020,10,Vermont,0
2020,11,Vermont,0
2020,12,Vermont,
2020,13,Vermont,
2020,14,Vermont,12
2020,15,Vermont,
2020,16,Vermont,10
2020,17,Vermont,11
2020,18,Vermont,
2020,19,Vermont,
2020,20,Vermont,0
2020,21,Vermont,0
2020,22,Vermont,0
2020,23,Vermont,0
2020,24,Vermont,0
2020,25,Vermont,0
2020,26,Vermont,0
2020,27,Vermont,0
2020,28,Vermont,0
2020,29,Vermont,0
2020,30,Vermont,0
2020,31,Vermont,0
2020,32,Vermont,0
2020,33,Vermont,0
2020,34,Vermont,0
2020,35,Vermont,0
2020,36,Vermont,0
2020,37,Vermont,0
2020,38,Vermont,0
2020,39,Vermont,0
2020,40,Vermont,0
2020,41,Vermont,0
2020,42,Vermont,0
2020,43,Vermont,0
2020,44,Vermont,0
2020,45,Vermont,
2020,46,Vermont,0
2020,47,Vermont,
2020,48,Vermont,
2020,49,Vermont,13
2020,50,Vermont,13
2020,51,Vermont,11
2020,52,Vermont,16
2020,53,Vermont,10
2021,1,Vermont,
2021,2,Vermont,
2021,3,Vermont,
