MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2022,1,Pennsylvania,962
2022,2,Pennsylvania,"1,126"
2022,3,Pennsylvania,"1,1"
2022,4,Pennsylvania,936
2022,5,Pennsylvania,777
2022,6,Pennsylvania,575
2022,7,Pennsylvania,419
2022,8,Pennsylvania,317
2022,9,Pennsylvania,223
2022,10,Pennsylvania,154
2022,11,Pennsylvania,130
2022,12,Pennsylvania,99
2022,13,Pennsylvania,81
2022,14,Pennsylvania,66
2022,15,Pennsylvania,73
2022,16,Pennsylvania,52
2022,17,Pennsylvania,79
2022,18,Pennsylvania,75
2022,19,Pennsylvania,93
2022,20,Pennsylvania,107
2022,21,Pennsylvania,125
2022,22,Pennsylvania,146
2022,23,Pennsylvania,133
2022,24,Pennsylvania,116
2022,25,Pennsylvania,85
2022,26,Pennsylvania,101
2022,27,Pennsylvania,104
2022,28,Pennsylvania,97
2022,29,Pennsylvania,114
2022,30,Pennsylvania,102
2022,31,Pennsylvania,110
2022,32,Pennsylvania,127
2022,33,Pennsylvania,126
2022,34,Pennsylvania,120
2022,35,Pennsylvania,128
2022,36,Pennsylvania,144
2022,37,Pennsylvania,114
2022,38,Pennsylvania,117
2022,39,Pennsylvania,115
2022,40,Pennsylvania,137
2022,41,Pennsylvania,132
2022,42,Pennsylvania,131
2022,43,Pennsylvania,156
2022,44,Pennsylvania,138
2022,45,Pennsylvania,138
2022,46,Pennsylvania,150
2022,47,Pennsylvania,133
2022,48,Pennsylvania,137
2022,49,Pennsylvania,120
2022,50,Pennsylvania,142
2022,51,Pennsylvania,148
2022,52,Pennsylvania,173
2023,1,Pennsylvania,204
2023,2,Pennsylvania,172
2023,3,Pennsylvania,178
2023,4,Pennsylvania,143
2023,5,Pennsylvania,142
2023,6,Pennsylvania,116
2023,7,Pennsylvania,109
2023,8,Pennsylvania,110
2023,9,Pennsylvania,116
2023,10,Pennsylvania,94
2023,11,Pennsylvania,99
2023,12,Pennsylvania,85
2023,13,Pennsylvania,74
2023,14,Pennsylvania,73
2023,15,Pennsylvania,63
2023,16,Pennsylvania,45
2023,17,Pennsylvania,37
2023,18,Pennsylvania,36
2023,19,Pennsylvania,30
2023,20,Pennsylvania,29
2023,21,Pennsylvania,29
2023,22,Pennsylvania,21
2023,23,Pennsylvania,37
2023,24,Pennsylvania,25
2023,25,Pennsylvania,16
2023,26,Pennsylvania,20
2023,27,Pennsylvania,15
2023,28,Pennsylvania,17
2023,29,Pennsylvania,15
2023,30,Pennsylvania,19
2023,31,Pennsylvania,19
2023,32,Pennsylvania,24
2023,33,Pennsylvania,29
2023,34,Pennsylvania,41
2023,35,Pennsylvania,35
2023,36,Pennsylvania,54
2023,37,Pennsylvania,49
2020,1,Rhode Island,0
2020,2,Rhode Island,0
2020,3,Rhode Island,0
2020,4,Rhode Island,0
2020,5,Rhode Island,0
2020,6,Rhode Island,0
2020,7,Rhode Island,0
2020,8,Rhode Island,0
2020,9,Rhode Island,0
2020,10,Rhode Island,0
2020,11,Rhode Island,0
2020,12,Rhode Island,0
2020,13,Rhode Island,
2020,14,Rhode Island,23
2020,15,Rhode Island,52
2020,16,Rhode Island,94
2020,17,Rhode Island,104
2020,18,Rhode Island,125
2020,19,Rhode Island,137
2020,20,Rhode Island,115
2020,21,Rhode Island,104
2020,22,Rhode Island,72
2020,23,Rhode Island,56
2020,24,Rhode Island,27
2020,25,Rhode Island,33
2020,26,Rhode Island,23
2020,27,Rhode Island,19
2020,28,Rhode Island,12
2020,29,Rhode Island,
2020,30,Rhode Island,
2020,31,Rhode Island,
2020,32,Rhode Island,
2020,33,Rhode Island,
2020,34,Rhode Island,17
2020,35,Rhode Island,
2020,36,Rhode Island,
2020,37,Rhode Island,
2020,38,Rhode Island,15
2020,39,Rhode Island,11
2020,40,Rhode Island,10
2020,41,Rhode Island,19
2020,42,Rhode Island,25
2020,43,Rhode Island,20
2020,44,Rhode Island,27
2020,45,Rhode Island,28
2020,46,Rhode Island,39
2020,47,Rhode Island,48
2020,48,Rhode Island,69
2020,49,Rhode Island,82
2020,50,Rhode Island,142
2020,51,Rhode Island,137
2020,52,Rhode Island,99
2020,53,Rhode Island,97
2021,1,Rhode Island,106
2021,2,Rhode Island,99
2021,3,Rhode Island,100
2021,4,Rhode Island,81
2021,5,Rhode Island,69
2021,6,Rhode Island,66
2021,7,Rhode Island,32
2021,8,Rhode Island,25
2021,9,Rhode Island,16
2021,10,Rhode Island,28
2021,11,Rhode Island,24
2021,12,Rhode Island,
2021,13,Rhode Island,14
2021,14,Rhode Island,12
2021,15,Rhode Island,16
2021,16,Rhode Island,
2021,17,Rhode Island,19
2021,18,Rhode Island,12
2021,19,Rhode Island,
2021,20,Rhode Island,
2021,21,Rhode Island,
2021,22,Rhode Island,
2021,23,Rhode Island,
2021,24,Rhode Island,
2021,25,Rhode Island,
2021,26,Rhode Island,
2021,27,Rhode Island,
2021,28,Rhode Island,0
2021,29,Rhode Island,
2021,30,Rhode Island,
2021,31,Rhode Island,
2021,32,Rhode Island,
2021,33,Rhode Island,10
2021,34,Rhode Island,12
2021,35,Rhode Island,10
2021,36,Rhode Island,27
2021,37,Rhode Island,13
2021,38,Rhode Island,11
2021,39,Rhode Island,12
2021,40,Rhode Island,13
2021,41,Rhode Island,10
2021,42,Rhode Island,13
2021,43,Rhode Island,
2021,44,Rhode Island,10
2021,45,Rhode Island,14
2021,46,Rhode Island,20
2021,47,Rhode Island,19
2021,48,Rhode Island,25
2021,49,Rhode Island,41
2021,50,Rhode Island,33
2021,51,Rhode Island,50
2021,52,Rhode Island,47
2022,1,Rhode Island,53
2022,2,Rhode Island,70
2022,3,Rhode Island,83
2022,4,Rhode Island,79
2022,5,Rhode Island,49
2022,6,Rhode Island,36
2022,7,Rhode Island,25
2022,8,Rhode Island,19
2022,9,Rhode Island,14
2022,10,Rhode Island,
2022,11,Rhode Island,
2022,12,Rhode Island,
2022,13,Rhode Island,
2022,14,Rhode Island,
2022,15,Rhode Island,
2022,16,Rhode Island,
2022,17,Rhode Island,
2022,18,Rhode Island,
2022,19,Rhode Island,14
2022,20,Rhode Island,
2022,21,Rhode Island,10
2022,22,Rhode Island,
2022,23,Rhode Island,13
2022,24,Rhode Island,
2022,25,Rhode Island,
2022,26,Rhode Island,
2022,27,Rhode Island,
2022,28,Rhode Island,
2022,29,Rhode Island,
2022,30,Rhode Island,
2022,31,Rhode Island,
2022,32,Rhode Island,
2022,33,Rhode Island,
2022,34,Rhode Island,10
2022,35,Rhode Island,
2022,36,Rhode Island,12
2022,37,Rhode Island,
2022,38,Rhode Island,
2022,39,Rhode Island,11
2022,40,Rhode Island,
2022,41,Rhode Island,
2022,42,Rhode Island,
2022,43,Rhode Island,12
2022,44,Rhode Island,
2022,45,Rhode Island,12
2022,46,Rhode Island,
2022,47,Rhode Island,11
2022,48,Rhode Island,
2022,49,Rhode Island,16
2022,50,Rhode Island,13
2022,51,Rhode Island,
2022,52,Rhode Island,11
2023,1,Rhode Island,12
2023,2,Rhode Island,10
2023,3,Rhode Island,14
2023,4,Rhode Island,11
2023,5,Rhode Island,
2023,6,Rhode Island,
2023,7,Rhode Island,
2023,8,Rhode Island,
2023,9,Rhode Island,
2023,10,Rhode Island,
2023,11,Rhode Island,
2023,12,Rhode Island,
2023,13,Rhode Island,
2023,14,Rhode Island,
2023,15,Rhode Island,
2023,16,Rhode Island,
2023,17,Rhode Island,
2023,18,Rhode Island,
2023,19,Rhode Island,0
2023,20,Rhode Island,
2023,21,Rhode Island,
2023,22,Rhode Island,
2023,23,Rhode Island,
2023,24,Rhode Island,0
2023,25,Rhode Island,
2023,26,Rhode Island,
2023,27,Rhode Island,
2023,28,Rhode Island,
2023,29,Rhode Island,
2023,30,Rhode Island,
2023,31,Rhode Island,0
2023,32,Rhode Island,
2023,33,Rhode Island,
2023,34,Rhode Island,
2023,35,Rhode Island,
2023,36,Rhode Island,
2023,37,Rhode Island,
2020,1,South Carolina,0
2020,2,South Carolina,0
2020,3,South Carolina,0
2020,4,South Carolina,0
2020,5,South Carolina,0
2020,6,South Carolina,0
2020,7,South Carolina,0
2020,8,South Carolina,0
2020,9,South Carolina,0
2020,10,South Carolina,0
2020,11,South Carolina,0
2020,12,South Carolina,
2020,13,South Carolina,19
2020,14,South Carolina,36
2020,15,South Carolina,57
2020,16,South Carolina,47
2020,17,South Carolina,62
2020,18,South Carolina,63
2020,19,South Carolina,72
2020,20,South Carolina,68
2020,21,South Carolina,59
2020,22,South Carolina,65
2020,23,South Carolina,64
2020,24,South Carolina,50
2020,25,South Carolina,57
2020,26,South Carolina,85
2020,27,South Carolina,129
2020,28,South Carolina,146
2020,29,South Carolina,230
2020,30,South Carolina,321
2020,31,South Carolina,288
2020,32,South Carolina,269
2020,33,South Carolina,241
2020,34,South Carolina,207
2020,35,South Carolina,201
2020,36,South Carolina,183
2020,37,South Carolina,143
2020,38,South Carolina,137
2020,39,South Carolina,123
2020,40,South Carolina,104
2020,41,South Carolina,91
2020,42,South Carolina,118
2020,43,South Carolina,127
2020,44,South Carolina,124
2020,45,South Carolina,116
2020,46,South Carolina,119
2020,47,South Carolina,129
2020,48,South Carolina,136
2020,49,South Carolina,189
2020,50,South Carolina,192
2020,51,South Carolina,262
2020,52,South Carolina,312
2020,53,South Carolina,369
2021,1,South Carolina,434
2021,2,South Carolina,507
2021,3,South Carolina,519
2021,4,South Carolina,467
2021,5,South Carolina,398
2021,6,South Carolina,309
2021,7,South Carolina,225
2021,8,South Carolina,188
2021,9,South Carolina,156
2021,10,South Carolina,123
2021,11,South Carolina,94
2021,12,South Carolina,86
2021,13,South Carolina,70
2021,14,South Carolina,78
2021,15,South Carolina,78
2021,16,South Carolina,89
2021,17,South Carolina,74
2021,18,South Carolina,61
2021,19,South Carolina,63
2021,20,South Carolina,34
2021,21,South Carolina,32
2021,22,South Carolina,31
2021,23,South Carolina,28
2021,24,South Carolina,23
2021,25,South Carolina,17
2021,26,South Carolina,20
2021,27,South Carolina,24
2021,28,South Carolina,21
2021,29,South Carolina,35
2021,30,South Carolina,55
2021,31,South Carolina,113
2021,32,South Carolina,195
2021,33,South Carolina,277
2021,34,South Carolina,369
2021,35,South Carolina,409
2021,36,South Carolina,471
2021,37,South Carolina,533
2021,38,South Carolina,467
2021,39,South Carolina,386
2021,40,South Carolina,338
2021,41,South Carolina,251
2021,42,South Carolina,206
2021,43,South Carolina,131
2021,44,South Carolina,116
2021,45,South Carolina,100
2021,46,South Carolina,99
2021,47,South Carolina,97
2021,48,South Carolina,71
2021,49,South Carolina,86
2021,50,South Carolina,94
2021,51,South Carolina,125
2021,52,South Carolina,129
2022,1,South Carolina,204
2022,2,South Carolina,270
2022,3,South Carolina,363
2022,4,South Carolina,489
2022,5,South Carolina,455
2022,6,South Carolina,382
2022,7,South Carolina,261
2022,8,South Carolina,188
2022,9,South Carolina,110
2022,10,South Carolina,105
2022,11,South Carolina,53
2022,12,South Carolina,47
2022,13,South Carolina,22
2022,14,South Carolina,28
2022,15,South Carolina,20
2022,16,South Carolina,24
2022,17,South Carolina,16
2022,18,South Carolina,14
2022,19,South Carolina,36
2022,20,South Carolina,28
2022,21,South Carolina,32
2022,22,South Carolina,22
2022,23,South Carolina,27
2022,24,South Carolina,40
2022,25,South Carolina,43
2022,26,South Carolina,47
2022,27,South Carolina,41
2022,28,South Carolina,50
2022,29,South Carolina,59
2022,30,South Carolina,66
2022,31,South Carolina,51
2022,32,South Carolina,64
2022,33,South Carolina,77
2022,34,South Carolina,74
2022,35,South Carolina,56
2022,36,South Carolina,56
2022,37,South Carolina,37
2022,38,South Carolina,42
2022,39,South Carolina,43
2022,40,South Carolina,40
2022,41,South Carolina,35
2022,42,South Carolina,28
2022,43,South Carolina,42
2022,44,South Carolina,33
2022,45,South Carolina,26
2022,46,South Carolina,24
2022,47,South Carolina,36
2022,48,South Carolina,31
2022,49,South Carolina,45
2022,50,South Carolina,45
2022,51,South Carolina,50
2022,52,South Carolina,82
2023,1,South Carolina,93
2023,2,South Carolina,103
2023,3,South Carolina,82
2023,4,South Carolina,79
2023,5,South Carolina,65
2023,6,South Carolina,55
2023,7,South Carolina,44
2023,8,South Carolina,40
2023,9,South Carolina,34
2023,10,South Carolina,25
2023,11,South Carolina,30
2023,12,South Carolina,33
2023,13,South Carolina,22
2023,14,South Carolina,19
2023,15,South Carolina,13
2023,16,South Carolina,15
2023,17,South Carolina,20
2023,18,South Carolina,18
2023,19,South Carolina,16
2023,20,South Carolina,15
2023,21,South Carolina,16
2023,22,South Carolina,10
2023,23,South Carolina,11
2023,24,South Carolina,15
2023,25,South Carolina,11
2023,26,South Carolina,
2023,27,South Carolina,13
2023,28,South Carolina,12
2023,29,South Carolina,
2023,30,South Carolina,
2023,31,South Carolina,16
2023,32,South Carolina,13
2023,33,South Carolina,13
2023,34,South Carolina,17
2023,35,South Carolina,27
2023,36,South Carolina,26
2023,37,South Carolina,26
2020,1,South Dakota,0
2020,2,South Dakota,0
2020,3,South Dakota,0
2020,4,South Dakota,0
2020,5,South Dakota,0
2020,6,South Dakota,0
2020,7,South Dakota,0
2020,8,South Dakota,0
2020,9,South Dakota,0
2020,10,South Dakota,0
2020,11,South Dakota,
2020,12,South Dakota,0
2020,13,South Dakota,
2020,14,South Dakota,
2020,15,South Dakota,
2020,16,South Dakota,
2020,17,South Dakota,
2020,18,South Dakota,16
2020,19,South Dakota,15
2020,20,South Dakota,
2020,21,South Dakota,
2020,22,South Dakota,10
2020,23,South Dakota,
2020,24,South Dakota,11
2020,25,South Dakota,12
2020,26,South Dakota,10
2020,27,South Dakota,
2020,28,South Dakota,14
2020,29,South Dakota,
2020,30,South Dakota,15
2020,31,South Dakota,
2020,32,South Dakota,
2020,33,South Dakota,11
2020,34,South Dakota,10
2020,35,South Dakota,13
2020,36,South Dakota,18
2020,37,South Dakota,20
2020,38,South Dakota,26
2020,39,South Dakota,35
2020,40,South Dakota,41
2020,41,South Dakota,44
2020,42,South Dakota,54
2020,43,South Dakota,60
2020,44,South Dakota,87
2020,45,South Dakota,149
2020,46,South Dakota,168
2020,47,South Dakota,174
2020,48,South Dakota,163
2020,49,South Dakota,147
2020,50,South Dakota,137
2020,51,South Dakota,95
2020,52,South Dakota,58
2020,53,South Dakota,55
2021,1,South Dakota,65
2021,2,South Dakota,36
2021,3,South Dakota,34
2021,4,South Dakota,29
2021,5,South Dakota,30
2021,6,South Dakota,20
2021,7,South Dakota,12
2021,8,South Dakota,13
2021,9,South Dakota,
2021,10,South Dakota,
2021,11,South Dakota,
2021,12,South Dakota,12
2021,13,South Dakota,
2021,14,South Dakota,
2021,15,South Dakota,11
2021,16,South Dakota,10
2021,17,South Dakota,11
2021,18,South Dakota,
2021,19,South Dakota,
2021,20,South Dakota,
2021,21,South Dakota,
2021,22,South Dakota,
2021,23,South Dakota,
2021,24,South Dakota,
2021,25,South Dakota,
2021,26,South Dakota,
2021,27,South Dakota,0
2021,28,South Dakota,
2021,29,South Dakota,
2021,30,South Dakota,
2021,31,South Dakota,
2021,32,South Dakota,
2021,33,South Dakota,10
2021,34,South Dakota,13
2021,35,South Dakota,29
2021,36,South Dakota,21
2021,37,South Dakota,24
2021,38,South Dakota,31
2021,39,South Dakota,31
2021,40,South Dakota,20
2021,41,South Dakota,27
2021,42,South Dakota,31
2021,43,South Dakota,26
2021,44,South Dakota,25
2021,45,South Dakota,36
2021,46,South Dakota,37
2021,47,South Dakota,42
2021,48,South Dakota,35
2021,49,South Dakota,31
2021,50,South Dakota,52
2021,51,South Dakota,32
2021,52,South Dakota,38
2022,1,South Dakota,55
2022,2,South Dakota,34
2022,3,South Dakota,33
2022,4,South Dakota,44
2022,5,South Dakota,46
2022,6,South Dakota,43
2022,7,South Dakota,38
2022,8,South Dakota,21
2022,9,South Dakota,15
2022,10,South Dakota,15
2022,11,South Dakota,11
2022,12,South Dakota,
2022,13,South Dakota,10
2022,14,South Dakota,
2022,15,South Dakota,
2022,16,South Dakota,
2022,17,South Dakota,
2022,18,South Dakota,0
2022,19,South Dakota,
2022,20,South Dakota,
2022,21,South Dakota,
2022,22,South Dakota,
2022,23,South Dakota,
2022,24,South Dakota,
2022,25,South Dakota,
2022,26,South Dakota,
2022,27,South Dakota,
2022,28,South Dakota,
2022,29,South Dakota,10
2022,30,South Dakota,10
2022,31,South Dakota,
2022,32,South Dakota,10
2022,33,South Dakota,
2022,34,South Dakota,
2022,35,South Dakota,11
2022,36,South Dakota,
2022,37,South Dakota,13
2022,38,South Dakota,10
2022,39,South Dakota,
2022,40,South Dakota,
2022,41,South Dakota,
2022,42,South Dakota,14
2022,43,South Dakota,
2022,44,South Dakota,14
2022,45,South Dakota,
2022,46,South Dakota,
2022,47,South Dakota,
2022,48,South Dakota,11
2022,49,South Dakota,
2022,50,South Dakota,10
2022,51,South Dakota,
2022,52,South Dakota,
2023,1,South Dakota,
2023,2,South Dakota,
2023,3,South Dakota,
2023,4,South Dakota,
2023,5,South Dakota,
2023,6,South Dakota,
2023,7,South Dakota,
2023,8,South Dakota,11
2023,9,South Dakota,
2023,10,South Dakota,
2023,11,South Dakota,
2023,12,South Dakota,
2023,13,South Dakota,
2023,14,South Dakota,
2023,15,South Dakota,
2023,16,South Dakota,
2023,17,South Dakota,0
2023,18,South Dakota,0
2023,19,South Dakota,
2023,20,South Dakota,
2023,21,South Dakota,
2023,22,South Dakota,
2023,23,South Dakota,
2023,24,South Dakota,0
2023,25,South Dakota,
2023,26,South Dakota,0
2023,27,South Dakota,
2023,28,South Dakota,
2023,29,South Dakota,
2023,30,South Dakota,
2023,31,South Dakota,0
2023,32,South Dakota,
2023,33,South Dakota,0
2023,34,South Dakota,
2023,35,South Dakota,
2023,36,South Dakota,
2023,37,South Dakota,0
2020,1,Tennessee,0
2020,2,Tennessee,0
2020,3,Tennessee,0
2020,4,Tennessee,0
2020,5,Tennessee,0
2020,6,Tennessee,0
2020,7,Tennessee,0
2020,8,Tennessee,0
2020,9,Tennessee,0
2020,10,Tennessee,0
2020,11,Tennessee,0
2020,12,Tennessee,
2020,13,Tennessee,11
2020,14,Tennessee,56
2020,15,Tennessee,53
2020,16,Tennessee,43
2020,17,Tennessee,31
2020,18,Tennessee,36
2020,19,Tennessee,49
2020,20,Tennessee,57
2020,21,Tennessee,33
2020,22,Tennessee,46
2020,23,Tennessee,37
2020,24,Tennessee,36
2020,25,Tennessee,59
2020,26,Tennessee,63
2020,27,Tennessee,75
2020,28,Tennessee,107
2020,29,Tennessee,123
2020,30,Tennessee,158
2020,31,Tennessee,172
2020,32,Tennessee,178
2020,33,Tennessee,178
2020,34,Tennessee,140
2020,35,Tennessee,181
2020,36,Tennessee,151
2020,37,Tennessee,185
2020,38,Tennessee,155
2020,39,Tennessee,170
2020,40,Tennessee,135
2020,41,Tennessee,183
2020,42,Tennessee,229
2020,43,Tennessee,237
2020,44,Tennessee,261
2020,45,Tennessee,283
2020,46,Tennessee,311
2020,47,Tennessee,412
2020,48,Tennessee,452
2020,49,Tennessee,528
2020,50,Tennessee,529
2020,51,Tennessee,603
2020,52,Tennessee,701
2020,53,Tennessee,680
2021,1,Tennessee,772
2021,2,Tennessee,681
2021,3,Tennessee,636
2021,4,Tennessee,494
2021,5,Tennessee,348
2021,6,Tennessee,246
2021,7,Tennessee,245
2021,8,Tennessee,174
2021,9,Tennessee,153
2021,10,Tennessee,155
2021,11,Tennessee,99
2021,12,Tennessee,124
2021,13,Tennessee,104
2021,14,Tennessee,128
2021,15,Tennessee,104
2021,16,Tennessee,125
2021,17,Tennessee,115
2021,18,Tennessee,113
2021,19,Tennessee,115
2021,20,Tennessee,103
2021,21,Tennessee,78
2021,22,Tennessee,69
2021,23,Tennessee,58
2021,24,Tennessee,43
2021,25,Tennessee,36
2021,26,Tennessee,31
2021,27,Tennessee,35
2021,28,Tennessee,38
2021,29,Tennessee,78
2021,30,Tennessee,95
2021,31,Tennessee,166
2021,32,Tennessee,306
2021,33,Tennessee,384
2021,34,Tennessee,527
2021,35,Tennessee,667
2021,36,Tennessee,721
2021,37,Tennessee,775
2021,38,Tennessee,741
2021,39,Tennessee,578
2021,40,Tennessee,495
2021,41,Tennessee,371
2021,42,Tennessee,310
2021,43,Tennessee,236
2021,44,Tennessee,162
2021,45,Tennessee,185
2021,46,Tennessee,147
2021,47,Tennessee,140
2021,48,Tennessee,181
2021,49,Tennessee,197
2021,50,Tennessee,189
2021,51,Tennessee,201
2021,52,Tennessee,250
2022,1,Tennessee,360
2022,2,Tennessee,456
2022,3,Tennessee,509
2022,4,Tennessee,597
2022,5,Tennessee,595
2022,6,Tennessee,564
2022,7,Tennessee,463
2022,8,Tennessee,309
2022,9,Tennessee,274
2022,10,Tennessee,160
2022,11,Tennessee,109
2022,12,Tennessee,101
2022,13,Tennessee,75
2022,14,Tennessee,35
2022,15,Tennessee,39
2022,16,Tennessee,36
2022,17,Tennessee,40
2022,18,Tennessee,28
2022,19,Tennessee,32
2022,20,Tennessee,31
2022,21,Tennessee,41
2022,22,Tennessee,48
2022,23,Tennessee,44
2022,24,Tennessee,54
2022,25,Tennessee,58
2022,26,Tennessee,58
2022,27,Tennessee,78
2022,28,Tennessee,88
2022,29,Tennessee,99
2022,30,Tennessee,100
2022,31,Tennessee,107
2022,32,Tennessee,94
2022,33,Tennessee,99
2022,34,Tennessee,96
2022,35,Tennessee,95
2022,36,Tennessee,100
2022,37,Tennessee,86
2022,38,Tennessee,90
2022,39,Tennessee,68
2022,40,Tennessee,79
2022,41,Tennessee,58
2022,42,Tennessee,59
2022,43,Tennessee,63
2022,44,Tennessee,64
2022,45,Tennessee,64
2022,46,Tennessee,85
2022,47,Tennessee,63
2022,48,Tennessee,73
2022,49,Tennessee,60
2022,50,Tennessee,71
2022,51,Tennessee,63
2022,52,Tennessee,83
2023,1,Tennessee,106
2023,2,Tennessee,108
2023,3,Tennessee,91
2023,4,Tennessee,105
2023,5,Tennessee,98
2023,6,Tennessee,69
2023,7,Tennessee,64
2023,8,Tennessee,60
2023,9,Tennessee,61
2023,10,Tennessee,38
2023,11,Tennessee,43
2023,12,Tennessee,58
2023,13,Tennessee,37
2023,14,Tennessee,47
2023,15,Tennessee,36
2023,16,Tennessee,34
2023,17,Tennessee,29
2023,18,Tennessee,30
2023,19,Tennessee,34
2023,20,Tennessee,15
2023,21,Tennessee,19
2023,22,Tennessee,13
2023,23,Tennessee,19
2023,24,Tennessee,11
2023,25,Tennessee,17
2023,26,Tennessee,
2023,27,Tennessee,16
2023,28,Tennessee,12
2023,29,Tennessee,
2023,30,Tennessee,15
2023,31,Tennessee,29
2023,32,Tennessee,26
2023,33,Tennessee,25
2023,34,Tennessee,34
2023,35,Tennessee,41
2023,36,Tennessee,36
2023,37,Tennessee,33
2020,1,Texas,0
2020,2,Texas,0
2020,3,Texas,0
2020,4,Texas,0
2020,5,Texas,0
2020,6,Texas,0
2020,7,Texas,0
2020,8,Texas,0
2020,9,Texas,
2020,10,Texas,
2020,11,Texas,0
2020,12,Texas,10
2020,13,Texas,44
2020,14,Texas,132
2020,15,Texas,205
2020,16,Texas,238
2020,17,Texas,245
2020,18,Texas,238
2020,19,Texas,228
2020,20,Texas,253
2020,21,Texas,171
2020,22,Texas,217
2020,23,Texas,183
2020,24,Texas,226
2020,25,Texas,307
2020,26,Texas,443
2020,27,Texas,816
2020,28,Texas,"1,276"
2020,29,Texas,"1,759"
2020,30,Texas,"1,895"
2020,31,Texas,"1,731"
2020,32,Texas,"1,497"
2020,33,Texas,"1,377"
2020,34,Texas,"1,004"
2020,35,Texas,853
2020,36,Texas,705
2020,37,Texas,578
2020,38,Texas,522
2020,39,Texas,513
2020,40,Texas,437
2020,41,Texas,500
2020,42,Texas,564
2020,43,Texas,695
2020,44,Texas,897
2020,45,Texas,"1,016"
2020,46,Texas,"1,153"
2020,47,Texas,"1,266"
2020,48,Texas,"1,394"
2020,49,Texas,"1,472"
2020,50,Texas,"1,63"
2020,51,Texas,"1,664"
2020,52,Texas,"1,76"
2020,53,Texas,"2,014"
2021,1,Texas,"2,546"
2021,2,Texas,"2,561"
2021,3,Texas,"2,451"
2021,4,Texas,"2,292"
2021,5,Texas,"1,932"
2021,6,Texas,"1,561"
2021,7,Texas,"1,401"
2021,8,Texas,"1,107"
2021,9,Texas,860
2021,10,Texas,707
2021,11,Texas,576
2021,12,Texas,446
2021,13,Texas,359
2021,14,Texas,362
2021,15,Texas,348
2021,16,Texas,336
2021,17,Texas,299
2021,18,Texas,301
2021,19,Texas,285
2021,20,Texas,258
2021,21,Texas,266
2021,22,Texas,197
2021,23,Texas,175
2021,24,Texas,170
2021,25,Texas,166
2021,26,Texas,186
2021,27,Texas,176
2021,28,Texas,232
2021,29,Texas,346
2021,30,Texas,517
2021,31,Texas,853
2021,32,Texas,"1,402"
2021,33,Texas,"1,873"
2021,34,Texas,"2,231"
2021,35,Texas,"2,315"
2021,36,Texas,"2,217"
2021,37,Texas,"2,086"
2021,38,Texas,"1,939"
2021,39,Texas,"1,647"
2021,40,Texas,"1,308"
2021,41,Texas,"1,087"
2021,42,Texas,870
2021,43,Texas,659
2021,44,Texas,516
2021,45,Texas,469
2021,46,Texas,428
2021,47,Texas,419
2021,48,Texas,472
2021,49,Texas,497
2021,50,Texas,473
2021,51,Texas,483
2021,52,Texas,620
2022,1,Texas,872
2022,2,Texas,"1,309"
2022,3,Texas,"1,757"
2022,4,Texas,"1,938"
2022,5,Texas,"1,775"
2022,6,Texas,"1,527"
2022,7,Texas,"1,066"
2022,8,Texas,796
2022,9,Texas,525
2022,10,Texas,372
2022,11,Texas,288
2022,12,Texas,229
2022,13,Texas,166
2022,14,Texas,118
2022,15,Texas,99
2022,16,Texas,82
2022,17,Texas,89
2022,18,Texas,64
2022,19,Texas,79
2022,20,Texas,69
2022,21,Texas,81
2022,22,Texas,82
2022,23,Texas,92
2022,24,Texas,126
2022,25,Texas,139
2022,26,Texas,156
2022,27,Texas,182
2022,28,Texas,239
2022,29,Texas,255
2022,30,Texas,321
2022,31,Texas,300
2022,32,Texas,274
2022,33,Texas,239
2022,34,Texas,249
2022,35,Texas,203
2022,36,Texas,192
2022,37,Texas,169
2022,38,Texas,160
2022,39,Texas,162
2022,40,Texas,132
2022,41,Texas,116
2022,42,Texas,100
2022,43,Texas,77
2022,44,Texas,77
2022,45,Texas,82
2022,46,Texas,80
2022,47,Texas,121
2022,48,Texas,145
2022,49,Texas,160
2022,50,Texas,172
2022,51,Texas,200
2022,52,Texas,227
2023,1,Texas,269
2023,2,Texas,281
2023,3,Texas,247
2023,4,Texas,224
2023,5,Texas,195
2023,6,Texas,172
2023,7,Texas,149
2023,8,Texas,146
2023,9,Texas,125
2023,10,Texas,115
2023,11,Texas,116
2023,12,Texas,93
2023,13,Texas,79
2023,14,Texas,77
2023,15,Texas,80
2023,16,Texas,88
2023,17,Texas,64
2023,18,Texas,55
2023,19,Texas,53
2023,20,Texas,59
2023,21,Texas,35
2023,22,Texas,40
2023,23,Texas,36
2023,24,Texas,38
2023,25,Texas,36
2023,26,Texas,26
2023,27,Texas,16
2023,28,Texas,26
2023,29,Texas,41
2023,30,Texas,27
2023,31,Texas,51
2023,32,Texas,62
2023,33,Texas,67
2023,34,Texas,51
2023,35,Texas,79
2023,36,Texas,81
2023,37,Texas,56
2020,1,Utah,0
2020,2,Utah,0
2020,3,Utah,0
2020,4,Utah,0
2020,5,Utah,0
2020,6,Utah,0
2020,7,Utah,0
2020,8,Utah,0
2020,9,Utah,0
2020,10,Utah,0
2020,11,Utah,0
2020,12,Utah,0
2020,13,Utah,
2020,14,Utah,11
2020,15,Utah,
2020,16,Utah,
2020,17,Utah,16
2020,18,Utah,12
2020,19,Utah,18
