MMWR Year,MMWR Week,Jurisdiction of Occurrence,Influenza and pneumonia (J10-J18)
2015,12,Connecticut,16
2015,13,Connecticut,16
2015,14,Connecticut,17
2015,15,Connecticut,16
2015,16,Connecticut,16
2015,17,Connecticut,17
2015,18,Connecticut,5
2015,19,Connecticut,11
2015,20,Connecticut,5
2015,21,Connecticut,5
2015,22,Connecticut,13
2015,23,Connecticut,5
2015,24,Connecticut,12
2015,25,Connecticut,17
2015,26,Connecticut,12
2015,27,Connecticut,10
2015,28,Connecticut,14
2015,29,Connecticut,16
2015,30,Connecticut,5
2015,31,Connecticut,5
2015,32,Connecticut,14
2015,33,Connecticut,5
2015,34,Connecticut,5
2015,35,Connecticut,11
2015,36,Connecticut,5
2015,37,Connecticut,5
2015,38,Connecticut,13
2015,39,Connecticut,5
2015,40,Connecticut,5
2015,41,Connecticut,11
2015,42,Connecticut,5
2015,43,Connecticut,5
2015,44,Connecticut,5
2015,45,Connecticut,10
2015,46,Connecticut,10
2015,47,Connecticut,12
2015,48,Connecticut,12
2015,49,Connecticut,5
2015,50,Connecticut,5
2015,51,Connecticut,5
2015,52,Connecticut,13
2016,1,Connecticut,5
2016,2,Connecticut,16
2016,3,Connecticut,5
2016,4,Connecticut,12
2016,5,Connecticut,13
2016,6,Connecticut,15
2016,7,Connecticut,10
2016,8,Connecticut,5
2016,9,Connecticut,17
2016,10,Connecticut,18
2016,11,Connecticut,16
2016,12,Connecticut,19
2016,13,Connecticut,21
2016,14,Connecticut,14
2016,15,Connecticut,13
2016,16,Connecticut,15
2016,17,Connecticut,20
2016,18,Connecticut,14
2016,19,Connecticut,5
2016,20,Connecticut,5
2016,21,Connecticut,12
2016,22,Connecticut,5
2016,23,Connecticut,5
2016,24,Connecticut,5
2016,25,Connecticut,10
2016,26,Connecticut,5
2016,27,Connecticut,12
2016,28,Connecticut,5
2016,29,Connecticut,11
2016,30,Connecticut,5
2016,31,Connecticut,5
2016,32,Connecticut,5
2016,33,Connecticut,5
2015,36,Florida,47
2016,34,Connecticut,5
2016,35,Connecticut,5
2016,36,Connecticut,5
2016,37,Connecticut,12
2016,38,Connecticut,5
2016,39,Connecticut,15
2016,40,Connecticut,17
2016,41,Connecticut,12
2016,42,Connecticut,5
2016,43,Connecticut,10
2016,44,Connecticut,5
2016,45,Connecticut,10
2016,46,Connecticut,13
2016,47,Connecticut,12
2016,48,Connecticut,5
2016,49,Connecticut,13
2016,50,Connecticut,5
2016,51,Connecticut,5
2016,52,Connecticut,15
2017,1,Connecticut,18
2017,2,Connecticut,15
2017,3,Connecticut,20
2017,4,Connecticut,13
2017,5,Connecticut,22
2017,6,Connecticut,32
2017,7,Connecticut,24
2017,8,Connecticut,39
2017,9,Connecticut,16
2017,10,Connecticut,11
2017,11,Connecticut,18
2017,12,Connecticut,14
2017,13,Connecticut,13
2017,14,Connecticut,14
2017,15,Connecticut,13
2017,16,Connecticut,10
2017,17,Connecticut,11
2017,18,Connecticut,16
2017,19,Connecticut,5
2015,37,Florida,37
2017,20,Connecticut,15
2017,21,Connecticut,5
2017,22,Connecticut,12
2017,23,Connecticut,13
2017,24,Connecticut,16
2017,25,Connecticut,5
2017,26,Connecticut,12
2017,27,Connecticut,11
2017,28,Connecticut,5
2017,29,Connecticut,10
2017,30,Connecticut,5
2017,31,Connecticut,14
2017,32,Connecticut,5
2017,33,Connecticut,5
2017,34,Connecticut,16
2017,35,Connecticut,5
2017,36,Connecticut,5
2017,37,Connecticut,5
2017,38,Connecticut,5
2017,39,Connecticut,5
2017,40,Connecticut,14
2017,41,Connecticut,5
2017,42,Connecticut,5
2017,43,Connecticut,12
2017,44,Connecticut,5
2017,45,Connecticut,15
2017,46,Connecticut,15
2017,47,Connecticut,5
2017,48,Connecticut,13
2017,49,Connecticut,14
2017,50,Connecticut,14
2017,51,Connecticut,13
2017,52,Connecticut,20
2018,1,Connecticut,23
2018,2,Connecticut,34
2018,3,Connecticut,20
2018,4,Connecticut,43
2018,5,Connecticut,42
2018,6,Connecticut,20
2018,7,Connecticut,34
2018,8,Connecticut,35
2018,9,Connecticut,29
2018,10,Connecticut,24
2018,11,Connecticut,29
2018,12,Connecticut,18
2018,13,Connecticut,20
2018,14,Connecticut,13
2018,15,Connecticut,16
2018,16,Connecticut,16
2018,17,Connecticut,22
2018,18,Connecticut,5
2018,19,Connecticut,5
2018,20,Connecticut,10
2018,21,Connecticut,5
2018,22,Connecticut,5
2018,23,Connecticut,11
2018,24,Connecticut,12
2018,25,Connecticut,5
2018,26,Connecticut,5
2018,27,Connecticut,11
2018,28,Connecticut,5
2018,29,Connecticut,5
2018,30,Connecticut,5
2018,31,Connecticut,10
2018,32,Connecticut,5
2018,33,Connecticut,5
2018,34,Connecticut,13
2018,35,Connecticut,14
2018,36,Connecticut,5
2018,37,Connecticut,12
2018,38,Connecticut,5
2018,39,Connecticut,5
2018,40,Connecticut,12
2018,41,Connecticut,11
2018,42,Connecticut,14
2018,43,Connecticut,5
2015,38,Florida,41
2018,44,Connecticut,5
2018,45,Connecticut,5
2018,46,Connecticut,14
2018,47,Connecticut,5
2018,48,Connecticut,10
2018,49,Connecticut,12
2018,50,Connecticut,5
2018,51,Connecticut,14
2018,52,Connecticut,12
2019,1,Connecticut,5
2019,2,Connecticut,17
2019,3,Connecticut,17
2019,4,Connecticut,23
2019,5,Connecticut,15
2019,6,Connecticut,16
2019,7,Connecticut,15
2019,8,Connecticut,22
2019,9,Connecticut,13
2019,10,Connecticut,13
2019,11,Connecticut,27
2019,12,Connecticut,12
2019,13,Connecticut,13
2019,14,Connecticut,17
2019,15,Connecticut,16
2019,16,Connecticut,13
2019,17,Connecticut,5
2019,18,Connecticut,16
2019,19,Connecticut,11
2019,20,Connecticut,5
2019,21,Connecticut,5
2019,22,Connecticut,11
2019,23,Connecticut,23
2019,24,Connecticut,5
2019,25,Connecticut,5
2019,26,Connecticut,5
2019,27,Connecticut,10
2019,28,Connecticut,10
2019,29,Connecticut,5
2019,30,Connecticut,5
2019,31,Connecticut,5
2019,32,Connecticut,5
2019,33,Connecticut,10
2019,34,Connecticut,5
2019,35,Connecticut,5
2019,36,Connecticut,10
2019,37,Connecticut,10
2019,38,Connecticut,5
2019,39,Connecticut,5
2019,40,Connecticut,5
2019,41,Connecticut,12
2019,42,Connecticut,5
2019,43,Connecticut,5
2019,44,Connecticut,5
2019,45,Connecticut,5
2019,46,Connecticut,13
2019,47,Connecticut,10
2019,48,Connecticut,5
2019,49,Connecticut,11
2019,50,Connecticut,5
2019,51,Connecticut,11
2019,52,Connecticut,14
2014,1,Delaware,5
2014,2,Delaware,5
2014,3,Delaware,5
2014,4,Delaware,5
2014,5,Delaware,5
2014,6,Delaware,5
2014,7,Delaware,5
2014,8,Delaware,5
2014,9,Delaware,5
2014,10,Delaware,5
2014,11,Delaware,5
2015,39,Florida,49
2014,12,Delaware,5
2014,13,Delaware,5
2014,14,Delaware,5
2014,15,Delaware,5
2014,16,Delaware,5
2014,17,Delaware,5
2014,18,Delaware,5
2014,19,Delaware,5
2014,20,Delaware,5
2014,21,Delaware,5
2014,22,Delaware,5
2014,23,Delaware,5
2014,24,Delaware,5
2014,25,Delaware,5
2014,26,Delaware,5
2014,27,Delaware,5
2014,28,Delaware,5
2014,29,Delaware,5
2014,30,Delaware,0
2014,31,Delaware,5
2014,32,Delaware,5
2014,33,Delaware,5
2014,34,Delaware,5
2014,35,Delaware,5
2014,36,Delaware,0
2014,37,Delaware,0
2014,38,Delaware,5
2014,39,Delaware,5
2014,40,Delaware,5
2014,41,Delaware,5
2014,42,Delaware,5
2014,43,Delaware,5
2014,44,Delaware,5
2014,45,Delaware,5
2014,46,Delaware,5
2014,47,Delaware,5
2014,48,Delaware,5
2014,49,Delaware,5
2014,50,Delaware,5
2014,51,Delaware,5
2014,52,Delaware,5
2014,53,Delaware,5
2015,1,Delaware,11
2015,2,Delaware,10
2015,3,Delaware,5
2015,4,Delaware,12
2015,5,Delaware,5
2015,6,Delaware,5
2015,7,Delaware,5
2015,8,Delaware,5
2015,9,Delaware,5
2015,10,Delaware,5
2015,11,Delaware,5
2015,12,Delaware,5
2015,40,Florida,44
2015,13,Delaware,5
2015,14,Delaware,0
2015,15,Delaware,5
2015,16,Delaware,5
2015,17,Delaware,5
2015,18,Delaware,5
2015,19,Delaware,5
2015,20,Delaware,5
2015,21,Delaware,5
2015,22,Delaware,5
2015,23,Delaware,5
2015,24,Delaware,5
2015,25,Delaware,5
2015,26,Delaware,5
2015,27,Delaware,5
2015,28,Delaware,5
2015,29,Delaware,5
2015,30,Delaware,5
2015,31,Delaware,5
2015,32,Delaware,5
2015,33,Delaware,5
2015,34,Delaware,5
2015,35,Delaware,5
2015,36,Delaware,0
2015,37,Delaware,5
2015,38,Delaware,5
2015,39,Delaware,5
2015,40,Delaware,5
2015,41,Delaware,5
2015,42,Delaware,5
2015,43,Delaware,5
2015,44,Delaware,5
2015,45,Delaware,5
2015,46,Delaware,5
2015,47,Delaware,5
2015,48,Delaware,5
2015,49,Delaware,0
2015,50,Delaware,5
2015,51,Delaware,5
2015,52,Delaware,5
2016,1,Delaware,5
2016,2,Delaware,5
2016,3,Delaware,5
2016,4,Delaware,5
2016,5,Delaware,5
2016,6,Delaware,5
2016,7,Delaware,5
2016,8,Delaware,5
2016,9,Delaware,5
2016,10,Delaware,5
2016,11,Delaware,5
2016,12,Delaware,5
2016,13,Delaware,5
2016,14,Delaware,5
2015,41,Florida,35
2016,15,Delaware,5
2016,16,Delaware,5
2016,17,Delaware,5
2016,18,Delaware,5
2016,19,Delaware,5
2016,20,Delaware,5
2016,21,Delaware,5
2016,22,Delaware,5
2016,23,Delaware,5
2016,24,Delaware,0
2016,25,Delaware,5
2016,26,Delaware,5
2016,27,Delaware,5
2016,28,Delaware,5
2016,29,Delaware,5
2016,30,Delaware,5
2016,31,Delaware,5
2016,32,Delaware,5
2016,33,Delaware,5
2016,34,Delaware,0
2016,35,Delaware,5
2016,36,Delaware,5
2016,37,Delaware,5
2016,38,Delaware,5
2016,39,Delaware,0
2016,40,Delaware,5
2015,42,Florida,40
2016,41,Delaware,5
2016,42,Delaware,5
2016,43,Delaware,5
2016,44,Delaware,5
2016,45,Delaware,5
2016,46,Delaware,0
2016,47,Delaware,5
2016,48,Delaware,5
2016,49,Delaware,5
2016,50,Delaware,5
2016,51,Delaware,0
2016,52,Delaware,5
2017,1,Delaware,5
2017,2,Delaware,5
2017,3,Delaware,5
2017,4,Delaware,5
2017,5,Delaware,5
2017,6,Delaware,5
2017,7,Delaware,5
2017,8,Delaware,5
2017,9,Delaware,5
2017,10,Delaware,5
2017,11,Delaware,5
2017,12,Delaware,5
2017,13,Delaware,5
2017,14,Delaware,5
2017,15,Delaware,5
2017,16,Delaware,5
2017,17,Delaware,5
2017,18,Delaware,5
2017,19,Delaware,5
2017,20,Delaware,5
2017,21,Delaware,5
2017,22,Delaware,5
2017,23,Delaware,5
2017,24,Delaware,5
2017,25,Delaware,5
2017,26,Delaware,5
2017,27,Delaware,5
2017,28,Delaware,5
2017,29,Delaware,5
2017,30,Delaware,5
2017,31,Delaware,5
2017,32,Delaware,5
2017,33,Delaware,0
2017,34,Delaware,5
2017,35,Delaware,0
2017,36,Delaware,5
2017,37,Delaware,0
2017,38,Delaware,0
2017,39,Delaware,5
2017,40,Delaware,5
2017,41,Delaware,5
2017,42,Delaware,5
2017,43,Delaware,5
2017,44,Delaware,5
2017,45,Delaware,5
2017,46,Delaware,5
2017,47,Delaware,5
2017,48,Delaware,5
2017,49,Delaware,5
2017,50,Delaware,5
2017,51,Delaware,5
2017,52,Delaware,5
2018,1,Delaware,5
2018,2,Delaware,5
2018,3,Delaware,5
2018,4,Delaware,5
2018,5,Delaware,5
2018,6,Delaware,13
2018,7,Delaware,10
2018,8,Delaware,10
2018,9,Delaware,5
2018,10,Delaware,5
2018,11,Delaware,5
2018,12,Delaware,5
2018,13,Delaware,5
2018,14,Delaware,5
2018,15,Delaware,5
2018,16,Delaware,5
2018,17,Delaware,5
2018,18,Delaware,5
2015,43,Florida,54
2018,19,Delaware,5
2018,20,Delaware,0
2018,21,Delaware,0
2018,22,Delaware,5
2018,23,Delaware,0
2018,24,Delaware,5
2018,25,Delaware,5
2018,26,Delaware,0
2018,27,Delaware,5
2018,28,Delaware,0
2018,29,Delaware,5
2018,30,Delaware,5
2018,31,Delaware,5
2018,32,Delaware,5
2018,33,Delaware,5
2018,34,Delaware,5
2018,35,Delaware,5
2018,36,Delaware,5
2018,37,Delaware,5
2018,38,Delaware,5
2018,39,Delaware,5
2018,40,Delaware,5
2018,41,Delaware,5
2018,42,Delaware,5
2018,43,Delaware,5
2018,44,Delaware,5
2018,45,Delaware,5
2018,46,Delaware,5
2018,47,Delaware,5
2018,48,Delaware,5
2018,49,Delaware,5
2018,50,Delaware,5
2018,51,Delaware,5
2018,52,Delaware,5
2019,1,Delaware,5
2019,2,Delaware,5
2019,3,Delaware,5
2019,4,Delaware,5
2019,5,Delaware,5
2019,6,Delaware,5
2019,7,Delaware,5
2019,8,Delaware,5
2019,9,Delaware,5
2019,10,Delaware,5
2019,11,Delaware,5
2019,12,Delaware,5
2019,13,Delaware,5
2019,14,Delaware,5
2019,15,Delaware,5
2019,16,Delaware,5
2019,17,Delaware,5
2019,18,Delaware,0
2019,19,Delaware,0
2019,20,Delaware,5
2019,21,Delaware,0
2019,22,Delaware,5
2019,23,Delaware,5
2019,24,Delaware,5
2019,25,Delaware,5
2019,26,Delaware,5
2019,27,Delaware,5
2019,28,Delaware,5
2019,29,Delaware,5
2019,30,Delaware,5
2019,31,Delaware,5
2019,32,Delaware,5
2019,33,Delaware,5
2019,34,Delaware,5
2019,35,Delaware,5
2019,36,Delaware,5
2019,37,Delaware,5
2019,38,Delaware,0
2019,39,Delaware,5
2019,40,Delaware,5
2019,41,Delaware,5
2019,42,Delaware,5
2019,43,Delaware,5
2019,44,Delaware,5
2019,45,Delaware,5
2019,46,Delaware,5
2019,47,Delaware,0
2019,48,Delaware,5
2019,49,Delaware,5
2019,50,Delaware,5
2015,44,Florida,54
2019,51,Delaware,5
2019,52,Delaware,5
2014,1,District of Columbia,5
2014,2,District of Columbia,5
2014,3,District of Columbia,5
2014,4,District of Columbia,5
2014,5,District of Columbia,5
2014,6,District of Columbia,5
2014,7,District of Columbia,5
2014,8,District of Columbia,5
2014,9,District of Columbia,5
2014,10,District of Columbia,5
2014,11,District of Columbia,0
2014,12,District of Columbia,5
2014,13,District of Columbia,5
2014,14,District of Columbia,5
2014,15,District of Columbia,5
2014,16,District of Columbia,5
2014,17,District of Columbia,5
2014,18,District of Columbia,5
2014,19,District of Columbia,5
2014,20,District of Columbia,5
2014,21,District of Columbia,5
2014,22,District of Columbia,0
2014,23,District of Columbia,5
2014,24,District of Columbia,5
2014,25,District of Columbia,5
2014,26,District of Columbia,5
2014,27,District of Columbia,5
2014,28,District of Columbia,5
2014,29,District of Columbia,0
2014,30,District of Columbia,0
2014,31,District of Columbia,5
2014,32,District of Columbia,5
2014,33,District of Columbia,0
2014,34,District of Columbia,5
2014,35,District of Columbia,5
2014,36,District of Columbia,5
2014,37,District of Columbia,5
2014,38,District of Columbia,5
2014,39,District of Columbia,5
2014,40,District of Columbia,5
2014,41,District of Columbia,5
2014,42,District of Columbia,0
2014,43,District of Columbia,0
2014,44,District of Columbia,5
2014,45,District of Columbia,5
2014,46,District of Columbia,5
2014,47,District of Columbia,0
2014,48,District of Columbia,5
2014,49,District of Columbia,5
2014,50,District of Columbia,5
2014,51,District of Columbia,0
2014,52,District of Columbia,5
2014,53,District of Columbia,5
2015,1,District of Columbia,5
2015,2,District of Columbia,5
2015,3,District of Columbia,5
2015,4,District of Columbia,5
2015,5,District of Columbia,0
2015,6,District of Columbia,5
2015,7,District of Columbia,5
2015,8,District of Columbia,5
2015,9,District of Columbia,5
2015,10,District of Columbia,5
2015,11,District of Columbia,5
2015,12,District of Columbia,5
2015,13,District of Columbia,5
2015,14,District of Columbia,5
2015,15,District of Columbia,5
2015,16,District of Columbia,5
2015,17,District of Columbia,5
2015,18,District of Columbia,5
2015,19,District of Columbia,5
2015,20,District of Columbia,5
2015,21,District of Columbia,5
2015,22,District of Columbia,0
2015,23,District of Columbia,5
2015,24,District of Columbia,5
2015,25,District of Columbia,5
2015,26,District of Columbia,5
2015,27,District of Columbia,5
2015,28,District of Columbia,5
2015,29,District of Columbia,0
2015,30,District of Columbia,5
2015,31,District of Columbia,5
2015,32,District of Columbia,5
2015,33,District of Columbia,5
2015,34,District of Columbia,5
2015,35,District of Columbia,5
2015,36,District of Columbia,5
2015,37,District of Columbia,5
2015,38,District of Columbia,0
2015,39,District of Columbia,5
2015,40,District of Columbia,0
2014,38,Florida,49
2015,41,District of Columbia,5
2015,42,District of Columbia,5
2015,43,District of Columbia,0
2015,44,District of Columbia,0
2015,45,District of Columbia,5
2015,46,District of Columbia,5
2015,47,District of Columbia,5
2015,48,District of Columbia,5
2015,49,District of Columbia,5
2015,50,District of Columbia,5
2015,51,District of Columbia,0
2015,52,District of Columbia,5
2016,1,District of Columbia,5
2016,2,District of Columbia,5
2016,3,District of Columbia,5
2016,4,District of Columbia,5
2016,5,District of Columbia,5
2016,6,District of Columbia,5
2016,7,District of Columbia,0
2016,8,District of Columbia,5
2016,9,District of Columbia,5
2016,10,District of Columbia,5
2016,11,District of Columbia,5
2016,12,District of Columbia,5
2016,13,District of Columbia,5
2016,14,District of Columbia,5
2014,39,Florida,37
2016,15,District of Columbia,5
2016,16,District of Columbia,5
2016,17,District of Columbia,0
2016,18,District of Columbia,5
2016,19,District of Columbia,5
2016,20,District of Columbia,5
2016,21,District of Columbia,5
2016,22,District of Columbia,5
2016,23,District of Columbia,5
2016,24,District of Columbia,0
2016,25,District of Columbia,5
2016,26,District of Columbia,0
2016,27,District of Columbia,5
2016,28,District of Columbia,5
2016,29,District of Columbia,5
2016,30,District of Columbia,0
2016,31,District of Columbia,0
2016,32,District of Columbia,5
2016,33,District of Columbia,5
2016,34,District of Columbia,5
2016,35,District of Columbia,0
2016,36,District of Columbia,5
2016,37,District of Columbia,5
2016,38,District of Columbia,5
2016,39,District of Columbia,5
2016,40,District of Columbia,5
2016,41,District of Columbia,0
2014,40,Florida,28
2016,42,District of Columbia,5
2016,43,District of Columbia,5
2016,44,District of Columbia,5
2016,45,District of Columbia,5
2016,46,District of Columbia,5
2016,47,District of Columbia,0
2016,48,District of Columbia,5
2016,49,District of Columbia,5
2016,50,District of Columbia,0
2016,51,District of Columbia,0
2016,52,District of Columbia,5
2017,1,District of Columbia,5
2017,2,District of Columbia,5
2017,3,District of Columbia,5
2017,4,District of Columbia,5
2017,5,District of Columbia,0
2017,6,District of Columbia,5
2017,7,District of Columbia,5
2017,8,District of Columbia,0
2017,9,District of Columbia,5
2017,10,District of Columbia,5
2017,11,District of Columbia,0
2017,12,District of Columbia,0
2017,13,District of Columbia,5
2017,14,District of Columbia,5
2017,15,District of Columbia,5
2017,16,District of Columbia,5
2017,17,District of Columbia,5
2017,18,District of Columbia,5
2017,19,District of Columbia,5
2017,20,District of Columbia,5
2017,21,District of Columbia,5
2017,22,District of Columbia,5
2017,23,District of Columbia,5
2017,24,District of Columbia,0
2017,25,District of Columbia,5
2017,26,District of Columbia,5
2017,27,District of Columbia,5
2017,28,District of Columbia,5
2017,29,District of Columbia,5
2017,30,District of Columbia,0
2017,31,District of Columbia,5
2017,32,District of Columbia,5
2017,33,District of Columbia,5
2017,34,District of Columbia,0
2017,35,District of Columbia,5
2017,36,District of Columbia,5
2017,37,District of Columbia,5
2017,38,District of Columbia,5
2017,39,District of Columbia,5
2017,40,District of Columbia,5
2017,41,District of Columbia,5
2017,42,District of Columbia,0
2017,43,District of Columbia,5
2017,44,District of Columbia,5
2017,45,District of Columbia,5
2017,46,District of Columbia,0
2017,47,District of Columbia,0
2017,48,District of Columbia,0
2017,49,District of Columbia,5
2017,50,District of Columbia,5
2017,51,District of Columbia,0
2017,52,District of Columbia,5
2018,1,District of Columbia,5
2018,2,District of Columbia,10
2018,3,District of Columbia,5
2018,4,District of Columbia,5
2018,5,District of Columbia,5
2018,6,District of Columbia,5
2018,7,District of Columbia,5
2018,8,District of Columbia,5
2018,9,District of Columbia,5
2018,10,District of Columbia,5
2018,11,District of Columbia,5
2018,12,District of Columbia,5
2018,13,District of Columbia,5
2018,14,District of Columbia,0
2018,15,District of Columbia,5
2014,41,Florida,54
2018,16,District of Columbia,5
2018,17,District of Columbia,5
2018,18,District of Columbia,5
2018,19,District of Columbia,5
2018,20,District of Columbia,5
2018,21,District of Columbia,5
2018,22,District of Columbia,0
2018,23,District of Columbia,5
2018,24,District of Columbia,0
2018,25,District of Columbia,5
2018,26,District of Columbia,5
2018,27,District of Columbia,0
2018,28,District of Columbia,5
2018,29,District of Columbia,5
2018,30,District of Columbia,5
2018,31,District of Columbia,0
2018,32,District of Columbia,5
2018,33,District of Columbia,0
2018,34,District of Columbia,0
2018,35,District of Columbia,5
2018,36,District of Columbia,5
2018,37,District of Columbia,5
2018,38,District of Columbia,5
2018,39,District of Columbia,5
2018,40,District of Columbia,0
2018,41,District of Columbia,5
2018,42,District of Columbia,0
2014,42,Florida,47
2018,43,District of Columbia,5
2018,44,District of Columbia,5
2018,45,District of Columbia,0
2018,46,District of Columbia,5
2018,47,District of Columbia,5
2018,48,District of Columbia,5
2018,49,District of Columbia,5
2018,50,District of Columbia,5
2018,51,District of Columbia,5
2018,52,District of Columbia,0
2019,1,District of Columbia,5
2019,2,District of Columbia,5
2019,3,District of Columbia,5
2019,4,District of Columbia,5
2019,5,District of Columbia,5
2019,6,District of Columbia,0
2019,7,District of Columbia,0
2019,8,District of Columbia,5
2019,9,District of Columbia,5
2019,10,District of Columbia,5
2019,11,District of Columbia,5
2019,12,District of Columbia,5
2019,13,District of Columbia,0
2019,14,District of Columbia,5
2019,15,District of Columbia,5
2019,16,District of Columbia,5
2019,17,District of Columbia,5
2019,18,District of Columbia,5
2019,19,District of Columbia,5
2019,20,District of Columbia,0
2019,21,District of Columbia,5
2019,22,District of Columbia,0
2019,23,District of Columbia,5
2019,24,District of Columbia,5
2019,25,District of Columbia,0
2019,26,District of Columbia,5
2019,27,District of Columbia,0
2019,28,District of Columbia,5
2019,29,District of Columbia,5
2019,30,District of Columbia,5
2019,31,District of Columbia,0
2019,32,District of Columbia,0
2019,33,District of Columbia,5
2019,34,District of Columbia,0
2019,35,District of Columbia,5
2019,36,District of Columbia,5
2019,37,District of Columbia,5
2019,38,District of Columbia,5
2019,39,District of Columbia,0
2019,40,District of Columbia,0
2019,41,District of Columbia,5
2019,42,District of Columbia,5
2019,43,District of Columbia,5
2019,44,District of Columbia,5
2019,45,District of Columbia,5
2019,46,District of Columbia,5
2019,47,District of Columbia,5
2019,48,District of Columbia,0
2019,49,District of Columbia,0
2019,50,District of Columbia,5
2019,51,District of Columbia,5
2019,52,District of Columbia,5
2014,1,Florida,64
2014,2,Florida,73
2014,3,Florida,72
2014,4,Florida,73
2014,5,Florida,77
2014,6,Florida,68
2014,7,Florida,84
2014,8,Florida,69
2014,9,Florida,44
2014,10,Florida,62
2014,11,Florida,58
2014,12,Florida,60
2014,13,Florida,52
2014,14,Florida,49
2014,15,Florida,41
2014,16,Florida,53
2014,17,Florida,39
2014,18,Florida,41
2014,19,Florida,50
2014,20,Florida,50
2014,21,Florida,51
2014,22,Florida,53
2014,23,Florida,47
2014,24,Florida,46
2014,25,Florida,30
2014,26,Florida,39
2014,27,Florida,43
2014,28,Florida,42
2014,29,Florida,53
2014,30,Florida,41
2014,31,Florida,47
2014,32,Florida,39
2014,33,Florida,39
2014,34,Florida,33
2014,35,Florida,35
2014,36,Florida,45
2014,37,Florida,37
2015,45,Florida,35
2015,46,Florida,52
2015,47,Florida,44
2015,48,Florida,35
2015,49,Florida,47
2015,50,Florida,48
2015,51,Florida,53
2015,52,Florida,52
2016,1,Florida,66
2016,2,Florida,55
2016,3,Florida,66
2016,4,Florida,61
2016,5,Florida,63
2016,6,Florida,73
2016,7,Florida,80
2016,8,Florida,73
2016,9,Florida,62
2016,10,Florida,71
2016,11,Florida,87
2016,12,Florida,87
2016,13,Florida,64
2016,14,Florida,65
2016,15,Florida,62
2016,16,Florida,55
2016,17,Florida,52
2016,18,Florida,50
2016,19,Florida,44
2016,20,Florida,49
2016,21,Florida,63
2016,22,Florida,45
2016,23,Florida,43
2016,24,Florida,50
2016,25,Florida,45
2016,26,Florida,37
2016,27,Florida,57
2016,28,Florida,38
2016,29,Florida,39
2016,30,Florida,37
2016,31,Florida,42
2016,32,Florida,35
2016,33,Florida,36
2016,34,Florida,49
2016,35,Florida,43
2016,36,Florida,42
2016,37,Florida,49
2016,38,Florida,45
2016,39,Florida,37
2016,40,Florida,39
2016,41,Florida,49
2016,42,Florida,45
2016,43,Florida,38
2016,44,Florida,45
2016,45,Florida,53
2016,46,Florida,62
2016,47,Florida,56
2016,48,Florida,51
2016,49,Florida,60
2016,50,Florida,65
2016,51,Florida,55
2016,52,Florida,68
2017,1,Florida,78
2017,2,Florida,72
2017,3,Florida,79
2017,4,Florida,73
2017,5,Florida,94
2017,6,Florida,78
2017,7,Florida,87
2017,8,Florida,70
2017,9,Florida,68
2017,10,Florida,81
2017,11,Florida,69
2017,12,Florida,81
2017,13,Florida,58
2017,14,Florida,55
2017,15,Florida,64
2017,16,Florida,54
2017,17,Florida,74
2017,18,Florida,54
2017,19,Florida,49
2017,20,Florida,45
2017,21,Florida,31
2017,22,Florida,43
2017,23,Florida,60
2017,24,Florida,51
2017,25,Florida,53
2017,26,Florida,48
2017,27,Florida,48
2017,28,Florida,61
2017,29,Florida,40
2017,30,Florida,44
2017,31,Florida,54
2017,32,Florida,53
2017,33,Florida,38
2017,34,Florida,56
2017,35,Florida,50
2017,36,Florida,41
2017,37,Florida,57
2017,38,Florida,50
2017,39,Florida,57
2017,40,Florida,39
2017,41,Florida,46
2017,42,Florida,48
2017,43,Florida,53
2017,44,Florida,59
2017,45,Florida,57
2017,46,Florida,61
2017,47,Florida,55
2017,48,Florida,61
2017,49,Florida,44
2017,50,Florida,72
2017,51,Florida,64
2017,52,Florida,85
2018,1,Florida,100
2018,2,Florida,102
2018,3,Florida,125
2018,4,Florida,136
2018,5,Florida,141
2018,6,Florida,120
2018,7,Florida,124
2018,8,Florida,92
2018,9,Florida,67
2018,10,Florida,54
2018,11,Florida,68
2018,12,Florida,79
2018,13,Florida,77
2018,14,Florida,61
2018,15,Florida,75
2018,16,Florida,53
2018,17,Florida,51
2018,18,Florida,44
2018,19,Florida,43
2018,20,Florida,51
2018,21,Florida,43
2018,22,Florida,47
2018,23,Florida,43
2018,24,Florida,45
2018,25,Florida,45
2018,26,Florida,49
2018,27,Florida,47
2018,28,Florida,44
2018,29,Florida,35
2018,30,Florida,40
2018,31,Florida,44
2018,32,Florida,40
2018,33,Florida,32
2018,34,Florida,38
2018,35,Florida,36
2018,36,Florida,41
2018,37,Florida,38
2018,38,Florida,44
2018,39,Florida,45
2018,40,Florida,58
2018,41,Florida,34
2018,42,Florida,42
2018,43,Florida,39
2018,44,Florida,30
2018,45,Florida,37
2018,46,Florida,62
2018,47,Florida,47
2018,48,Florida,52
2018,49,Florida,50
2018,50,Florida,55
2018,51,Florida,60
2018,52,Florida,55
2019,1,Florida,57
2019,2,Florida,68
2019,3,Florida,68
2019,4,Florida,73
2019,5,Florida,64
2019,6,Florida,70
2019,7,Florida,66
2019,8,Florida,67
2019,9,Florida,63
2019,10,Florida,60
2019,11,Florida,77
2019,12,Florida,69
2019,13,Florida,42
2019,14,Florida,62
2019,15,Florida,50
2019,16,Florida,50
2019,17,Florida,50
2019,18,Florida,53
2019,19,Florida,46
