MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2017,41,Arizona,14
2017,42,Arizona,13
2017,43,Arizona,16
2017,44,Arizona,16
2017,45,Arizona,11
2017,46,Arizona,17
2017,47,Arizona,17
2017,48,Arizona,23
2017,49,Arizona,21
2017,50,Arizona,26
2017,51,Arizona,32
2017,52,Arizona,70
2018,1,Arizona,88
2018,2,Arizona,88
2018,3,Arizona,70
2018,4,Arizona,52
2018,5,Arizona,44
2018,6,Arizona,34
2018,7,Arizona,29
2018,8,Arizona,37
2018,9,Arizona,26
2018,10,Arizona,35
2018,11,Arizona,21
2018,12,Arizona,22
2018,13,Arizona,22
2018,14,Arizona,24
2018,15,Arizona,25
2018,16,Arizona,22
2018,17,Arizona,15
2018,18,Arizona,20
2018,19,Arizona,11
2018,20,Arizona,15
2018,21,Arizona,13
2018,22,Arizona,12
2018,23,Arizona,10
2018,24,Arizona,10
2018,25,Arizona,5
2018,26,Arizona,10
2018,27,Arizona,11
2018,28,Arizona,5
2018,29,Arizona,17
2018,30,Arizona,15
2018,31,Arizona,12
2018,32,Arizona,12
2018,33,Arizona,5
2018,34,Arizona,13
2018,35,Arizona,5
2018,36,Arizona,13
2018,37,Arizona,12
2018,38,Arizona,5
2018,39,Arizona,15
2018,40,Arizona,11
2018,41,Arizona,12
2018,42,Arizona,10
2018,43,Arizona,14
2018,44,Arizona,5
2018,45,Arizona,14
2018,46,Arizona,17
2018,47,Arizona,17
2018,48,Arizona,12
2018,49,Arizona,16
2018,50,Arizona,25
2018,51,Arizona,24
2018,52,Arizona,23
2019,1,Arizona,34
2019,2,Arizona,27
2019,3,Arizona,27
2019,4,Arizona,33
2019,5,Arizona,23
2019,6,Arizona,27
2019,7,Arizona,26
2019,8,Arizona,33
2019,9,Arizona,25
2019,10,Arizona,35
2019,11,Arizona,29
2019,12,Arizona,27
2019,13,Arizona,37
2019,14,Arizona,32
2019,15,Arizona,20
2019,16,Arizona,19
2019,17,Arizona,18
2019,18,Arizona,16
2019,19,Arizona,17
2019,20,Arizona,5
2019,21,Arizona,11
2019,22,Arizona,18
2019,23,Arizona,15
2019,24,Arizona,10
2019,25,Arizona,22
2019,26,Arizona,11
2019,27,Arizona,11
2019,28,Arizona,11
2019,29,Arizona,5
2019,30,Arizona,10
2019,31,Arizona,14
2019,32,Arizona,5
2019,33,Arizona,13
2019,34,Arizona,10
2019,35,Arizona,11
2019,36,Arizona,10
2019,37,Arizona,12
2019,38,Arizona,11
2019,39,Arizona,11
2019,40,Arizona,12
2019,41,Arizona,12
2019,42,Arizona,20
2019,43,Arizona,14
2019,44,Arizona,12
2019,45,Arizona,15
2019,46,Arizona,22
2019,47,Arizona,17
2019,48,Arizona,15
2019,49,Arizona,20
2019,50,Arizona,26
2019,51,Arizona,24
2019,52,Arizona,19
2014,1,Arkansas,25
2014,2,Arkansas,28
2014,3,Arkansas,23
2014,4,Arkansas,23
2014,5,Arkansas,25
2014,6,Arkansas,23
2014,7,Arkansas,22
2014,8,Arkansas,15
2014,9,Arkansas,14
2014,10,Arkansas,18
2014,11,Arkansas,19
2014,12,Arkansas,10
2014,13,Arkansas,18
2014,14,Arkansas,13
2014,15,Arkansas,18
2014,16,Arkansas,14
2014,17,Arkansas,12
2014,18,Arkansas,5
2014,19,Arkansas,14
2014,20,Arkansas,5
2014,21,Arkansas,5
2014,22,Arkansas,11
2014,23,Arkansas,12
2014,24,Arkansas,14
2014,25,Arkansas,16
2014,26,Arkansas,5
2014,27,Arkansas,11
2014,28,Arkansas,5
2014,29,Arkansas,13
2014,30,Arkansas,14
2014,31,Arkansas,11
2014,32,Arkansas,13
2014,33,Arkansas,10
2014,34,Arkansas,5
2014,35,Arkansas,11
2014,36,Arkansas,5
2014,37,Arkansas,13
2014,38,Arkansas,16
2014,39,Arkansas,16
2014,40,Arkansas,5
2014,41,Arkansas,10
2014,42,Arkansas,5
2014,43,Arkansas,5
2014,44,Arkansas,5
2014,45,Arkansas,5
2014,46,Arkansas,5
2014,47,Arkansas,5
2014,48,Arkansas,12
2014,49,Arkansas,5
2014,50,Arkansas,15
2014,51,Arkansas,10
2014,52,Arkansas,19
2014,53,Arkansas,19
2015,1,Arkansas,32
2015,2,Arkansas,31
2015,3,Arkansas,16
2015,4,Arkansas,24
2015,5,Arkansas,35
2015,6,Arkansas,22
2015,7,Arkansas,21
2015,8,Arkansas,26
2015,9,Arkansas,15
2015,10,Arkansas,11
2015,11,Arkansas,16
2015,12,Arkansas,13
2015,13,Arkansas,5
2015,14,Arkansas,11
2015,15,Arkansas,12
2015,16,Arkansas,5
2015,17,Arkansas,11
2015,18,Arkansas,11
2015,19,Arkansas,14
2015,20,Arkansas,16
2015,21,Arkansas,11
2015,22,Arkansas,10
2015,23,Arkansas,12
2015,24,Arkansas,18
2015,25,Arkansas,13
2015,26,Arkansas,14
2015,27,Arkansas,5
2015,28,Arkansas,13
2015,29,Arkansas,11
2015,30,Arkansas,5
2015,31,Arkansas,11
2015,32,Arkansas,15
2015,33,Arkansas,5
2015,34,Arkansas,11
2015,35,Arkansas,10
2015,36,Arkansas,5
2015,37,Arkansas,5
2015,38,Arkansas,15
2015,39,Arkansas,5
2015,40,Arkansas,13
2015,41,Arkansas,5
2015,42,Arkansas,15
2015,43,Arkansas,5
2015,44,Arkansas,5
2015,45,Arkansas,5
2015,46,Arkansas,12
2015,47,Arkansas,16
2015,48,Arkansas,16
2015,49,Arkansas,10
2015,50,Arkansas,11
2015,51,Arkansas,13
2015,52,Arkansas,5
2016,1,Arkansas,17
2016,2,Arkansas,18
2016,3,Arkansas,14
2016,4,Arkansas,11
2016,5,Arkansas,11
2016,6,Arkansas,5
2016,7,Arkansas,12
2016,8,Arkansas,14
2016,9,Arkansas,17
2016,10,Arkansas,10
2016,11,Arkansas,5
2016,12,Arkansas,10
2016,13,Arkansas,10
2016,14,Arkansas,11
2016,15,Arkansas,17
2016,16,Arkansas,14
2016,17,Arkansas,5
2016,18,Arkansas,5
2016,19,Arkansas,5
2016,20,Arkansas,5
2016,21,Arkansas,5
2016,22,Arkansas,5
2016,23,Arkansas,18
2016,24,Arkansas,5
2016,25,Arkansas,5
2016,26,Arkansas,5
2016,27,Arkansas,5
2016,28,Arkansas,14
2016,29,Arkansas,5
2016,30,Arkansas,5
2016,31,Arkansas,14
2016,32,Arkansas,12
2016,33,Arkansas,5
2016,34,Arkansas,10
2016,35,Arkansas,5
2016,36,Arkansas,5
2016,37,Arkansas,12
2016,38,Arkansas,5
2015,32,Florida,39
2016,39,Arkansas,13
2016,40,Arkansas,5
2016,41,Arkansas,11
2016,42,Arkansas,5
2016,43,Arkansas,19
2016,44,Arkansas,10
2016,45,Arkansas,19
2016,46,Arkansas,5
2016,47,Arkansas,12
2016,48,Arkansas,13
2016,49,Arkansas,13
2016,50,Arkansas,14
2016,51,Arkansas,19
2016,52,Arkansas,19
2017,1,Arkansas,24
2017,2,Arkansas,18
2017,3,Arkansas,14
2017,4,Arkansas,5
2017,5,Arkansas,18
2017,6,Arkansas,21
2017,7,Arkansas,20
2017,8,Arkansas,19
2017,9,Arkansas,14
2017,10,Arkansas,21
2017,11,Arkansas,19
2017,12,Arkansas,25
2017,13,Arkansas,20
2017,14,Arkansas,19
2017,15,Arkansas,14
2017,16,Arkansas,10
2017,17,Arkansas,10
2017,18,Arkansas,18
2017,19,Arkansas,5
2017,20,Arkansas,5
2017,21,Arkansas,10
2017,22,Arkansas,12
2017,23,Arkansas,17
2017,24,Arkansas,5
2017,25,Arkansas,10
2017,26,Arkansas,5
2017,27,Arkansas,10
2017,28,Arkansas,11
2017,29,Arkansas,10
2017,30,Arkansas,14
2017,31,Arkansas,5
2017,32,Arkansas,5
2017,33,Arkansas,5
2017,34,Arkansas,5
2017,35,Arkansas,10
2017,36,Arkansas,10
2017,37,Arkansas,5
2017,38,Arkansas,5
2017,39,Arkansas,11
2017,40,Arkansas,5
2017,41,Arkansas,5
2017,42,Arkansas,5
2017,43,Arkansas,5
2017,44,Arkansas,5
2017,45,Arkansas,14
2017,46,Arkansas,5
2017,47,Arkansas,10
2017,48,Arkansas,10
2017,49,Arkansas,26
2017,50,Arkansas,14
2017,51,Arkansas,31
2017,52,Arkansas,31
2018,1,Arkansas,27
2018,2,Arkansas,48
2018,3,Arkansas,33
2018,4,Arkansas,42
2018,5,Arkansas,30
2018,6,Arkansas,32
2018,7,Arkansas,28
2018,8,Arkansas,33
2018,9,Arkansas,16
2015,33,Florida,41
2018,10,Arkansas,15
2018,11,Arkansas,14
2018,12,Arkansas,15
2018,13,Arkansas,5
2018,14,Arkansas,14
2018,15,Arkansas,5
2018,16,Arkansas,5
2018,17,Arkansas,11
2018,18,Arkansas,5
2018,19,Arkansas,16
2018,20,Arkansas,13
2018,21,Arkansas,5
2018,22,Arkansas,5
2018,23,Arkansas,5
2018,24,Arkansas,10
2018,25,Arkansas,5
2018,26,Arkansas,5
2018,27,Arkansas,5
2018,28,Arkansas,5
2018,29,Arkansas,10
2018,30,Arkansas,5
2018,31,Arkansas,5
2018,32,Arkansas,5
2018,33,Arkansas,5
2018,34,Arkansas,10
2018,35,Arkansas,5
2018,36,Arkansas,5
2018,37,Arkansas,5
2018,38,Arkansas,5
2018,39,Arkansas,5
2018,40,Arkansas,14
2018,41,Arkansas,12
2018,42,Arkansas,10
2018,43,Arkansas,5
2018,44,Arkansas,5
2018,45,Arkansas,5
2018,46,Arkansas,11
2018,47,Arkansas,14
2018,48,Arkansas,5
2018,49,Arkansas,12
2018,50,Arkansas,5
2018,51,Arkansas,10
2018,52,Arkansas,11
2019,1,Arkansas,18
2019,2,Arkansas,16
2019,3,Arkansas,14
2019,4,Arkansas,18
2019,5,Arkansas,12
2019,6,Arkansas,17
2019,7,Arkansas,19
2019,8,Arkansas,23
2019,9,Arkansas,20
2019,10,Arkansas,22
2019,11,Arkansas,29
2019,12,Arkansas,24
2019,13,Arkansas,5
2019,14,Arkansas,5
2019,15,Arkansas,5
2019,16,Arkansas,12
2019,17,Arkansas,17
2019,18,Arkansas,11
2019,19,Arkansas,5
2019,20,Arkansas,5
2019,21,Arkansas,12
2019,22,Arkansas,5
2019,23,Arkansas,5
2019,24,Arkansas,5
2019,25,Arkansas,5
2019,26,Arkansas,5
2019,27,Arkansas,5
2019,28,Arkansas,5
2019,29,Arkansas,10
2019,30,Arkansas,12
2019,31,Arkansas,10
2019,32,Arkansas,5
2019,33,Arkansas,5
2019,34,Arkansas,5
2019,35,Arkansas,5
2019,36,Arkansas,5
2019,37,Arkansas,10
2019,38,Arkansas,10
2019,39,Arkansas,5
2019,40,Arkansas,5
2019,41,Arkansas,5
2019,42,Arkansas,5
2019,43,Arkansas,15
2019,44,Arkansas,11
2019,45,Arkansas,10
2019,46,Arkansas,14
2019,47,Arkansas,14
2019,48,Arkansas,13
2019,49,Arkansas,13
2019,50,Arkansas,5
2019,51,Arkansas,10
2019,52,Arkansas,11
2014,1,California,198
2014,2,California,224
2014,3,California,279
2014,4,California,245
2014,5,California,195
2014,6,California,208
2014,7,California,188
2014,8,California,151
2014,9,California,133
2014,10,California,124
2014,11,California,125
2014,12,California,113
2014,13,California,106
2014,14,California,110
2014,15,California,121
2014,16,California,108
2014,17,California,100
2014,18,California,115
2014,19,California,105
2014,20,California,104
2014,21,California,86
2014,22,California,98
2014,23,California,85
2014,24,California,104
2014,25,California,74
2014,26,California,91
2014,27,California,96
2014,28,California,108
2014,29,California,88
2014,30,California,75
2014,31,California,74
2014,32,California,93
2014,33,California,88
2014,34,California,78
2014,35,California,71
2014,36,California,92
2014,37,California,81
2014,38,California,92
2014,39,California,76
2014,40,California,76
2014,41,California,92
2014,42,California,79
2014,43,California,81
2014,44,California,91
2014,45,California,90
2014,46,California,110
2014,47,California,120
2014,48,California,100
2014,49,California,97
2014,50,California,96
2014,51,California,111
2014,52,California,118
2014,53,California,164
2015,1,California,198
2015,2,California,190
2015,3,California,241
2015,4,California,218
2015,5,California,227
2015,6,California,182
2015,7,California,166
2015,8,California,155
2015,9,California,143
2015,10,California,144
2015,11,California,115
2015,12,California,123
2015,13,California,115
2015,14,California,129
2015,15,California,122
2015,16,California,126
2015,17,California,107
2015,18,California,95
2015,19,California,101
2015,20,California,104
2015,21,California,104
2015,22,California,121
2015,23,California,96
2015,24,California,91
2015,25,California,93
2015,26,California,82
2015,27,California,85
2015,28,California,89
2015,29,California,84
2015,30,California,82
2015,31,California,83
2015,32,California,77
2015,33,California,80
2015,34,California,87
2015,35,California,65
2015,36,California,95
2015,37,California,87
2015,38,California,103
2015,39,California,91
2015,40,California,94
2015,41,California,95
2015,42,California,100
2015,43,California,88
2015,44,California,99
2015,45,California,96
2015,46,California,104
2015,47,California,117
2015,48,California,128
2015,49,California,115
2015,50,California,132
2015,51,California,115
2015,52,California,159
2016,1,California,168
2016,2,California,156
2016,3,California,151
2016,4,California,137
2016,5,California,140
2016,6,California,168
2016,7,California,170
2016,8,California,164
2016,9,California,195
2016,10,California,194
2016,11,California,162
2016,12,California,157
2016,13,California,128
2016,14,California,130
2016,15,California,114
2016,16,California,124
2016,17,California,112
2016,18,California,113
2016,19,California,93
2016,20,California,83
2016,21,California,92
2016,22,California,89
2016,23,California,93
2016,24,California,74
2016,25,California,73
2016,26,California,95
2016,27,California,96
2016,28,California,101
2016,29,California,103
2016,30,California,81
2016,31,California,83
2016,32,California,71
2016,33,California,65
2016,34,California,73
2016,35,California,79
2016,36,California,90
2016,37,California,90
2016,38,California,87
2016,39,California,86
2016,40,California,86
2016,41,California,89
2016,42,California,98
2016,43,California,91
2016,44,California,80
2016,45,California,107
2016,46,California,88
2016,47,California,97
2016,48,California,117
2016,49,California,141
2016,50,California,145
2016,51,California,143
2016,52,California,156
2017,1,California,214
2017,2,California,244
2017,3,California,234
2017,4,California,204
2017,5,California,201
2017,6,California,207
2017,7,California,179
2017,8,California,159
2017,9,California,143
2017,10,California,169
2017,11,California,135
2017,12,California,131
2017,13,California,114
2017,14,California,146
2017,15,California,120
2017,16,California,100
2017,17,California,109
2017,18,California,100
2017,19,California,115
2017,20,California,96
2017,21,California,103
2017,22,California,111
2017,23,California,104
2017,24,California,94
2017,25,California,90
2017,26,California,77
2017,27,California,89
2017,28,California,79
2017,29,California,74
2017,30,California,83
2017,31,California,84
2017,32,California,85
2017,33,California,79
2017,34,California,80
2017,35,California,89
2017,36,California,91
2017,37,California,80
2017,38,California,91
2017,39,California,77
2017,40,California,108
2017,41,California,82
2017,42,California,80
2017,43,California,91
2017,44,California,88
2017,45,California,96
2017,46,California,91
2017,47,California,94
2017,48,California,91
2017,49,California,104
2017,50,California,119
2017,51,California,173
2017,52,California,267
2018,1,California,457
2018,2,California,440
2018,3,California,391
2018,4,California,290
2018,5,California,265
2018,6,California,230
2018,7,California,175
2018,8,California,204
2018,9,California,159
2018,10,California,169
2018,11,California,192
2018,12,California,169
2018,13,California,170
2018,14,California,161
2018,15,California,129
2018,16,California,118
2018,17,California,113
2018,18,California,103
2018,19,California,116
2018,20,California,84
2018,21,California,90
2018,22,California,85
2018,23,California,89
2018,24,California,96
2018,25,California,76
2018,26,California,100
2018,27,California,76
2018,28,California,82
2018,29,California,82
2018,30,California,81
2018,31,California,81
2018,32,California,88
2018,33,California,68
2018,34,California,66
2018,35,California,65
2018,36,California,67
2018,37,California,89
2018,38,California,78
2018,39,California,62
2018,40,California,85
2018,41,California,76
2018,42,California,82
2018,43,California,81
2018,44,California,76
2018,45,California,91
2018,46,California,105
2018,47,California,115
2018,48,California,110
2018,49,California,113
2018,50,California,116
2018,51,California,125
2018,52,California,107
2019,1,California,151
2019,2,California,189
2019,3,California,191
2019,4,California,131
2019,5,California,156
2019,6,California,132
2019,7,California,133
2019,8,California,177
2019,9,California,177
2019,10,California,146
2019,11,California,150
2019,12,California,170
2019,13,California,167
2019,14,California,140
2019,15,California,116
2019,16,California,107
2019,17,California,104
2019,18,California,104
2019,19,California,103
2019,20,California,104
2019,21,California,84
2019,22,California,88
2019,23,California,97
2019,24,California,98
2019,25,California,70
2019,26,California,103
2019,27,California,69
2019,28,California,93
2019,29,California,78
2019,30,California,97
2019,31,California,77
2019,32,California,76
2019,33,California,62
2019,34,California,64
2019,35,California,80
2019,36,California,71
2019,37,California,63
2019,38,California,72
2019,39,California,76
2019,40,California,66
2019,41,California,88
2019,42,California,90
2019,43,California,75
2019,44,California,81
2019,45,California,99
2019,46,California,84
2019,47,California,94
2019,48,California,89
2019,49,California,118
2019,50,California,108
2019,51,California,115
2019,52,California,131
2014,1,Colorado,28
2014,2,Colorado,31
2014,3,Colorado,28
2014,4,Colorado,28
2014,5,Colorado,27
2014,6,Colorado,24
2014,7,Colorado,14
2014,8,Colorado,12
2014,9,Colorado,15
2014,10,Colorado,13
2014,11,Colorado,13
2014,12,Colorado,5
2014,13,Colorado,18
2014,14,Colorado,12
2014,15,Colorado,17
2014,16,Colorado,17
2014,17,Colorado,5
2014,18,Colorado,12
2014,19,Colorado,10
2014,20,Colorado,5
2014,21,Colorado,11
2014,22,Colorado,13
2014,23,Colorado,11
2014,24,Colorado,5
2014,25,Colorado,5
2014,26,Colorado,13
2014,27,Colorado,5
2014,28,Colorado,10
2014,29,Colorado,5
2014,30,Colorado,5
2014,31,Colorado,5
2014,32,Colorado,5
2014,33,Colorado,5
2014,34,Colorado,5
2014,35,Colorado,13
2014,36,Colorado,10
2014,37,Colorado,10
2014,38,Colorado,5
2014,39,Colorado,11
2015,34,Florida,34
2014,40,Colorado,10
2014,41,Colorado,11
2014,42,Colorado,15
2014,43,Colorado,5
2014,44,Colorado,5
2014,45,Colorado,11
2014,46,Colorado,13
2014,47,Colorado,11
2014,48,Colorado,5
2014,49,Colorado,13
2014,50,Colorado,25
2014,51,Colorado,24
2014,52,Colorado,33
2014,53,Colorado,50
2015,1,Colorado,64
2015,2,Colorado,33
2015,3,Colorado,15
2015,4,Colorado,24
2015,5,Colorado,20
2015,6,Colorado,15
2015,7,Colorado,12
2015,8,Colorado,16
2015,9,Colorado,5
2015,10,Colorado,10
2015,11,Colorado,17
2015,12,Colorado,11
2015,13,Colorado,23
2015,14,Colorado,20
2015,15,Colorado,16
2015,16,Colorado,14
2015,17,Colorado,15
2015,18,Colorado,11
2015,19,Colorado,16
2015,20,Colorado,10
2015,21,Colorado,12
2015,22,Colorado,12
2015,23,Colorado,13
2015,24,Colorado,5
2015,25,Colorado,10
2015,26,Colorado,10
2015,27,Colorado,10
2015,28,Colorado,5
2015,29,Colorado,5
2015,30,Colorado,5
2015,31,Colorado,13
2015,32,Colorado,5
2015,33,Colorado,5
2015,34,Colorado,5
2015,35,Colorado,5
2015,36,Colorado,5
2015,37,Colorado,5
2015,38,Colorado,5
2015,39,Colorado,10
2015,40,Colorado,12
2015,41,Colorado,5
2015,42,Colorado,5
2015,43,Colorado,5
2015,44,Colorado,11
2015,45,Colorado,5
2015,46,Colorado,5
2015,47,Colorado,5
2015,48,Colorado,13
2015,49,Colorado,10
2015,50,Colorado,10
2015,51,Colorado,11
2015,52,Colorado,13
2016,1,Colorado,13
2016,2,Colorado,19
2016,3,Colorado,16
2016,4,Colorado,18
2016,5,Colorado,14
2016,6,Colorado,16
2016,7,Colorado,5
2016,8,Colorado,13
2016,9,Colorado,20
2016,10,Colorado,24
2016,11,Colorado,12
2016,12,Colorado,13
2016,13,Colorado,12
2016,14,Colorado,15
2016,15,Colorado,17
2016,16,Colorado,11
2016,17,Colorado,16
2016,18,Colorado,11
2016,19,Colorado,15
2016,20,Colorado,5
2016,21,Colorado,12
2016,22,Colorado,5
2016,23,Colorado,5
2016,24,Colorado,5
2016,25,Colorado,5
2016,26,Colorado,5
2016,27,Colorado,0
2016,28,Colorado,12
2016,29,Colorado,5
2016,30,Colorado,5
2016,31,Colorado,10
2016,32,Colorado,5
2016,33,Colorado,5
2016,34,Colorado,5
2016,35,Colorado,5
2016,36,Colorado,5
2016,37,Colorado,5
2016,38,Colorado,5
2016,39,Colorado,5
2016,40,Colorado,5
2016,41,Colorado,5
2016,42,Colorado,10
2016,43,Colorado,5
2016,44,Colorado,11
2016,45,Colorado,5
2016,46,Colorado,5
2016,47,Colorado,5
2016,48,Colorado,11
2016,49,Colorado,13
2016,50,Colorado,10
2016,51,Colorado,12
2016,52,Colorado,21
2017,1,Colorado,13
2017,2,Colorado,17
2017,3,Colorado,21
2017,4,Colorado,26
2017,5,Colorado,24
2017,6,Colorado,17
2017,7,Colorado,27
2017,8,Colorado,17
2017,9,Colorado,18
2017,10,Colorado,19
2017,11,Colorado,22
2017,12,Colorado,12
2017,13,Colorado,16
2017,14,Colorado,14
2017,15,Colorado,12
2017,16,Colorado,10
2017,17,Colorado,12
2017,18,Colorado,5
2017,19,Colorado,5
2017,20,Colorado,5
2017,21,Colorado,5
2017,22,Colorado,5
2017,23,Colorado,5
2017,24,Colorado,5
2017,25,Colorado,13
2017,26,Colorado,5
2017,27,Colorado,5
2017,28,Colorado,5
2017,29,Colorado,5
2017,30,Colorado,5
2017,31,Colorado,5
2017,32,Colorado,5
2017,33,Colorado,5
2017,34,Colorado,5
2017,35,Colorado,5
2017,36,Colorado,5
2017,37,Colorado,5
2017,38,Colorado,5
2017,39,Colorado,10
2017,40,Colorado,11
2017,41,Colorado,5
2017,42,Colorado,5
2017,43,Colorado,10
2017,44,Colorado,11
2017,45,Colorado,14
2017,46,Colorado,13
2017,47,Colorado,5
2017,48,Colorado,10
2017,49,Colorado,16
2017,50,Colorado,12
2017,51,Colorado,15
2017,52,Colorado,15
2018,1,Colorado,33
2018,2,Colorado,30
2018,3,Colorado,28
2018,4,Colorado,30
2018,5,Colorado,29
2018,6,Colorado,21
2018,7,Colorado,20
2018,8,Colorado,17
2018,9,Colorado,15
2018,10,Colorado,23
2018,11,Colorado,16
2018,12,Colorado,20
2018,13,Colorado,18
2018,14,Colorado,13
2018,15,Colorado,5
2018,16,Colorado,5
2018,17,Colorado,5
2018,18,Colorado,5
2018,19,Colorado,5
2018,20,Colorado,5
2018,21,Colorado,5
2018,22,Colorado,5
2018,23,Colorado,5
2018,24,Colorado,5
2018,25,Colorado,5
2018,26,Colorado,5
2018,27,Colorado,5
2018,28,Colorado,5
2018,29,Colorado,5
2018,30,Colorado,5
2018,31,Colorado,5
2018,32,Colorado,5
2018,33,Colorado,5
2018,34,Colorado,5
2018,35,Colorado,5
2018,36,Colorado,5
2018,37,Colorado,5
2018,38,Colorado,5
2018,39,Colorado,5
2018,40,Colorado,5
2018,41,Colorado,5
2018,42,Colorado,10
2018,43,Colorado,5
2018,44,Colorado,5
2018,45,Colorado,10
2018,46,Colorado,5
2018,47,Colorado,10
2018,48,Colorado,5
2018,49,Colorado,5
2018,50,Colorado,5
2018,51,Colorado,5
2018,52,Colorado,18
2019,1,Colorado,17
2019,2,Colorado,16
2019,3,Colorado,11
2019,4,Colorado,12
2019,5,Colorado,15
2019,6,Colorado,18
2019,7,Colorado,21
2019,8,Colorado,23
2019,9,Colorado,5
2019,10,Colorado,22
2019,11,Colorado,19
2019,12,Colorado,17
2019,13,Colorado,14
2019,14,Colorado,5
2019,15,Colorado,18
2019,16,Colorado,5
2019,17,Colorado,13
2019,18,Colorado,5
2019,19,Colorado,14
2019,20,Colorado,5
2019,21,Colorado,5
